customer_id,order_id,row_id,sales,line_no
CL-12565,CA-2017-119452,4429,1805.88,2
CL-12565,CA-2014-125731,7526,1487.04,3
CL-12565,CA-2016-106530,1631,1006.06,4
CL-12565,CA-2016-153178,9782,673.57,5
CL-12565,CA-2016-134803,3425,558.4,6
CL-12565,CA-2016-153178,9781,437.85,7
CL-12565,CA-2014-116239,1565,354.9,8
CL-12565,CA-2016-118129,8430,303.92,9
CL-12565,CA-2015-135580,6013,287.88,10
CL-12565,CA-2015-135580,6012,271.44,11
CL-12565,CA-2016-134803,3421,262.24,12
CL-12565,CA-2016-134803,3422,182.72,13
CL-12565,CA-2016-134803,3423,131.6,14
CL-12565,CA-2014-131310,2982,123.14,15
CL-12565,CA-2016-128867,112,75.96,16
CL-12565,CA-2015-135580,6010,74.94,17
CL-12565,CA-2015-135580,6009,68.52,18
CL-12565,CA-2016-106530,1635,58.11,19
CL-12565,CA-2016-128867,113,27.24,20
CL-12565,CA-2016-106530,1634,25.12,21
CL-12565,CA-2016-134803,3424,22.72,22
CL-12565,CA-2014-125731,7525,21.73,23
CL-12565,CA-2014-127936,4404,21.24,24
CL-12565,CA-2017-129567,787,17.46,25
CL-12565,CA-2014-131310,2983,11.26,26
CL-12565,CA-2016-106530,1632,10.69,27
CL-12565,CA-2016-106530,1633,10.37,28
CL-12700,CA-2016-149279,4988,1325.76,1
CL-12700,CA-2016-108875,5663,511.06,2
CL-12700,US-2017-166037,6778,449.91,3
CL-12700,CA-2016-108875,5662,21.44,4
CL-12700,CA-2017-141446,9961,18.0,5
CL-12700,CA-2016-149279,4987,15.55,6
CL-12700,CA-2017-159604,2663,8.76,7
CL-12700,CA-2016-149279,4989,3.11,8
CM-11815,CA-2017-121489,8041,572.58,1
CM-11815,CA-2017-121489,8040,388.7,2
CM-11815,CA-2017-145765,8788,271.97,3
CM-11815,CA-2017-145765,8786,195.96,4
CM-11815,CA-2017-140494,6689,111.96,5
CM-11815,CA-2014-127383,4559,49.57,6
CM-11815,CA-2017-121489,8042,33.18,7
CM-11815,CA-2014-151554,3261,20.74,8
CM-11815,CA-2017-145765,8787,15.55,9
CM-11815,CA-2016-110730,5242,13.68,10
CM-11935,US-2016-135923,2472,451.14,1
CM-11935,US-2016-135923,2473,64.86,2
CM-11935,CA-2015-147816,7742,35.12,3
CM-11935,US-2016-135923,2471,14.27,4
CM-12115,CA-2017-100524,1339,677.58,1
CM-12115,CA-2017-149699,8178,474.95,2
CM-12115,CA-2017-137414,7207,369.16,3
CM-12115,CA-2017-100524,1340,75.04,4
CM-12115,CA-2017-100524,1338,29.78,5
CM-12115,CA-2015-105361,6776,17.64,6
CM-12115,CA-2017-137414,7206,17.46,7
CM-12160,CA-2016-155530,3771,2003.52,1
CM-12160,CA-2017-113453,6196,329.99,2
CM-12160,CA-2016-111493,4186,98.16,3
CM-12160,CA-2017-113453,6197,71.38,4
CM-12160,CA-2017-162936,8607,23.18,5
CM-12160,CA-2017-156412,2691,5.35,6
CM-12160,US-2017-139955,1069,1.74,7
CM-12190,CA-2017-146164,8578,607.52,1
CM-12190,CA-2015-101154,5619,443.92,2
CM-12190,CA-2017-165386,2008,183.37,3
CM-12190,US-2017-118598,7492,119.94,4
CM-12190,CA-2015-152527,3405,77.88,5
CM-12190,CA-2017-146164,8579,31.16,6
CM-12190,CA-2015-158554,1564,11.35,7
CM-12235,CA-2016-155845,2573,1399.94,1
CM-12235,CA-2016-144309,7618,679.96,2
CM-12235,CA-2016-101525,5862,109.92,3
CM-12235,US-2016-114230,8623,39.81,4
CM-12235,CA-2016-149237,9501,26.94,5
CM-12235,CA-2016-101525,5863,19.44,6
CM-12235,CA-2016-144309,7617,18.54,7
CM-12235,CA-2016-101525,5864,11.16,8
CM-12385,CA-2015-145352,510,6354.95,1
CM-12385,CA-2017-111738,9491,2022.27,2
CM-12385,CA-2015-128027,2449,269.49,3
CM-12385,CA-2017-119746,4775,222.38,4
CM-12385,CA-2015-145352,509,46.74,5
CM-12385,CA-2017-119746,4774,11.52,6
CM-12385,CA-2017-111738,9492,9.12,7
CM-12385,CA-2015-145352,508,8.34,8
CM-12385,CA-2017-119746,4773,6.46,9
CM-12385,CA-2015-145352,507,2.74,10
CM-12445,CA-2016-133697,6208,56.69,1
CM-12445,CA-2016-145898,5213,51.45,2
CM-12445,CA-2016-133697,6206,51.02,3
CM-12445,CA-2016-145898,5215,35.4,4
CM-12445,CA-2016-145898,5216,29.9,5
CM-12445,CA-2016-133697,6207,25.25,6
CM-12445,CA-2014-133851,862,23.1,7
CM-12445,CA-2016-145898,5214,7.83,8
CM-12445,CA-2014-133851,861,7.36,9
CM-12655,US-2016-113677,6117,2279.96,1
CM-12655,CA-2017-113418,3296,1704.89,2
CM-12655,CA-2015-140410,1487,1212.85,3
CM-12655,CA-2017-143126,4717,521.96,4
CM-12655,CA-2015-168088,9963,383.47,5
CM-12655,CA-2015-140410,1488,89.97,6
CM-12655,CA-2015-168088,9962,65.58,7
CM-12655,CA-2015-140410,1489,42.6,8
CM-12655,CA-2016-169026,3196,23.34,9
CM-12655,US-2016-113677,6118,14.94,10
CM-12715,CA-2015-133585,8782,1228.0,1
CM-12715,CA-2014-103492,7547,755.94,2
CM-12715,CA-2014-103492,7546,719.95,3
CM-12715,CA-2014-104563,9644,481.57,4
CM-12715,CA-2014-104563,9643,436.7,5
CM-12715,CA-2014-104563,9642,204.9,6
CM-12715,CA-2015-133585,8781,55.33,7
CM-12715,CA-2014-144974,8052,41.38,8
CM-12715,CA-2014-144974,8051,21.18,9
CM-12715,CA-2014-104563,9641,20.65,10
CM-12715,CA-2014-103492,7548,11.98,11
CM-12715,CA-2014-144974,8050,5.97,12
CM-12715,CA-2014-103492,7549,0.9,13
CP-12085,US-2017-167402,6621,4164.05,1
CP-12085,CA-2015-113215,6046,238.15,2
CP-12085,US-2017-167402,6622,212.94,3
CP-12085,US-2017-167402,6620,209.94,4
CP-12085,CA-2016-113236,9276,184.7,5
CP-12085,CA-2014-127187,2716,129.98,6
CP-12085,CA-2016-113236,9277,47.92,7
CP-12085,CA-2017-144064,1942,47.36,8
CP-12085,CA-2015-145457,7439,46.9,9
CP-12085,CA-2017-132430,2712,45.89,10
CP-12085,US-2017-167402,6619,32.4,11
CP-12085,CA-2017-144064,1943,27.44,12
CP-12085,CA-2016-128258,1328,11.34,13
CP-12085,CA-2017-144064,1944,3.24,14
CP-12340,US-2014-148838,2358,1579.75,1
CP-12340,CA-2015-105571,6049,1345.49,2
CP-12340,US-2014-148838,2359,1071.58,3
CP-12340,US-2014-148838,2360,613.91,4
CP-12340,CA-2016-133613,7745,566.97,5
CP-12340,US-2016-108098,1485,177.0,6
CP-12340,US-2014-148838,2362,155.04,7
CP-12340,CA-2017-168102,3656,113.57,8
CP-12340,CA-2016-127642,4361,111.96,9
CP-12340,CA-2016-164889,9938,71.09,10
CP-12340,US-2014-148838,2361,34.86,11
CP-12340,CA-2015-105571,6048,16.15,12
CP-12340,CA-2017-117240,759,13.13,13
CP-12340,CA-2016-133613,7746,9.84,14
CP-12340,CA-2016-133613,7744,7.96,15
CR-12580,US-2017-105998,7998,1673.18,1
CR-12580,CA-2016-155551,2422,230.38,2
CR-12580,US-2017-105998,7997,199.75,3
CR-12580,CA-2016-165561,6244,25.35,4
CR-12580,CA-2016-101742,5634,10.53,5
CR-12580,CA-2016-155551,2423,9.66,6
CR-12625,CA-2014-111003,308,289.2,1
CR-12625,CA-2016-162159,8892,121.78,2
CR-12625,CA-2014-111003,307,45.48,3
CR-12625,US-2014-112795,8695,19.44,4
CR-12730,CA-2017-116519,3007,904.9,1
CR-12730,CA-2014-166716,5800,421.37,2
CR-12730,CA-2016-137239,657,134.29,3
CR-12730,CA-2016-137239,655,113.55,4
CR-12730,CA-2016-164035,2903,23.12,5
CR-12730,CA-2016-137239,656,3.32,6
CR-12820,CA-2017-159149,8108,438.34,1
CR-12820,US-2017-136868,4184,344.91,2
CR-12820,US-2017-136868,4182,319.96,3
CR-12820,CA-2017-159149,8107,175.44,4
CR-12820,CA-2017-159149,8106,89.07,5
CR-12820,US-2017-136868,4183,17.04,6
CR-12820,CA-2015-128958,7834,13.12,7
CS-11845,CA-2017-131828,3146,963.14,1
CS-11845,CA-2017-147452,5267,167.94,2
CS-11845,CA-2017-131828,3147,88.78,3
CS-11845,US-2015-138716,4062,25.03,4
CS-11845,CA-2017-147452,5266,11.76,5
CS-11845,CA-2014-130575,9512,9.26,6
CS-11845,CA-2015-136378,4046,9.16,7
CS-11845,CA-2017-147452,5268,3.89,8
CS-11860,CA-2014-124618,7037,479.98,1
CS-11860,CA-2017-158883,4769,25.34,2
CS-11860,US-2017-123204,6832,17.48,3
CS-11860,US-2014-121566,5154,6.6,4
CS-11860,CA-2017-106047,9010,3.82,5
CS-11860,US-2014-121566,5153,2.69,6
CS-11860,CA-2015-150413,8980,1.72,7
CS-11950,US-2014-141257,2750,585.55,1
CS-11950,US-2014-159926,3302,539.96,2
CS-11950,CA-2017-102820,9374,419.94,3
CS-11950,CA-2016-161746,9710,340.92,4
CS-11950,US-2016-151827,5421,280.78,5
CS-11950,CA-2016-161746,9707,242.14,6
CS-11950,CA-2015-151869,9268,102.58,7
CS-11950,CA-2016-120796,5059,99.85,8
CS-11950,US-2014-159926,3301,76.79,9
CS-11950,CA-2017-118640,579,69.71,10
CS-11950,US-2014-159926,3303,60.31,11
CS-11950,US-2014-159926,3300,51.0,12
CS-11950,US-2017-126053,7324,41.96,13
CS-11950,US-2016-151827,5422,31.98,14
CS-11950,CA-2015-151869,9269,20.04,15
CS-11950,CA-2016-161746,9709,19.96,16
CS-11950,CA-2016-161746,9708,12.39,17
CS-11950,CA-2017-144365,9612,11.68,18
CS-11950,US-2017-126053,7325,9.45,19
CS-11950,CA-2016-159737,2160,8.81,20
CS-11950,CA-2017-118640,580,8.79,21
CS-11950,US-2014-159926,3304,1.94,22
CS-12130,CA-2014-118962,174,340.14,1
CS-12130,CA-2015-102036,2272,199.74,2
CS-12130,CA-2014-118962,173,110.96,3
CS-12130,US-2016-144211,2693,108.58,4
CS-12130,US-2015-120712,345,88.8,5
CS-12130,CA-2014-118962,172,20.94,6
CS-12130,US-2016-144211,2692,15.48,7
CS-12175,CA-2017-117632,5823,285.48,1
CS-12175,CA-2017-117632,5821,238.62,2
CS-12175,CA-2014-109302,6769,196.21,3
CS-12175,US-2016-159415,3989,79.12,4
CS-12175,CA-2017-117632,5824,19.17,5
CS-12175,CA-2016-157714,4190,9.99,6
CS-12175,CA-2017-161592,8738,8.1,7
CS-12175,CA-2017-117632,5822,7.77,8
CS-12250,CA-2014-162775,766,646.74,1
CS-12250,CA-2014-162775,768,572.58,2
CS-12250,CA-2014-101560,5193,397.6,3
CS-12250,CA-2017-105487,5483,239.96,4
CS-12250,CA-2017-105487,5481,103.19,5
CS-12250,CA-2015-136420,9061,89.7,6
CS-12250,CA-2017-139080,6360,86.35,7
CS-12250,CA-2014-101560,5194,85.96,8
CS-12250,US-2014-169390,8736,64.96,9
CS-12250,CA-2014-162775,765,50.94,10
CS-12250,CA-2015-136420,9062,50.12,11
CS-12250,CA-2014-101560,5196,45.66,12
CS-12250,CA-2017-105487,5484,40.68,13
CS-12250,CA-2015-149811,5350,39.9,14
CS-12250,CA-2017-105487,5482,36.0,15
CS-12250,CA-2016-161095,4308,33.57,16
CS-12250,CA-2015-149811,5349,32.34,17
CS-12250,CA-2017-139080,6358,25.92,18
CS-12250,CA-2017-139080,6357,19.68,19
CS-12250,CA-2016-119641,9721,18.96,20
CS-12250,CA-2014-101560,5195,13.12,21
CS-12250,CA-2017-153227,8391,11.76,22
CS-12250,CA-2014-162775,764,11.36,23
CS-12250,CA-2017-148992,8801,10.69,24
CS-12250,CA-2016-161095,4307,7.75,25
CS-12250,CA-2015-121041,2586,6.61,26
CS-12250,CA-2017-139080,6359,6.48,27
CS-12250,CA-2014-162775,767,5.64,28
CS-12355,CA-2015-142755,1119,619.95,1
CS-12355,CA-2017-124296,4030,479.97,2
CS-12355,CA-2017-111269,6745,479.95,3
CS-12355,CA-2015-142755,1118,279.9,4
CS-12355,CA-2017-131233,3101,242.35,5
CS-12355,CA-2017-124296,4031,232.88,6
CS-12355,CA-2015-139164,6704,217.58,7
CS-12355,CA-2014-109043,8996,152.24,8
CS-12355,CA-2015-139164,6706,143.98,9
CS-12355,CA-2014-109043,8995,91.36,10
CS-12355,CA-2014-141005,6793,62.94,11
CS-12355,CA-2016-128111,2394,39.68,12
CS-12355,CA-2017-165687,2287,35.04,13
CS-12355,CA-2017-164364,4743,27.93,14
CS-12355,CA-2017-111269,6746,23.92,15
CS-12355,CA-2017-105053,1263,17.47,16
CS-12355,CA-2015-142755,1121,15.28,17
CS-12355,CA-2017-131233,3100,10.78,18
CS-12355,CA-2017-164364,4741,9.96,19
CS-12355,CA-2017-164364,4742,9.21,20
CS-12355,CA-2015-139164,6705,5.43,21
CS-12355,CA-2015-142755,1120,4.36,22
CS-12400,CA-2016-133816,8249,743.99,1
CS-12400,US-2017-100930,233,620.61,2
CS-12400,US-2017-100930,236,617.98,3
CS-12400,CA-2014-127586,2906,310.12,4
CS-12400,CA-2017-127096,8696,300.9,5
CS-12400,US-2015-119312,3903,270.34,6
CS-12400,US-2017-100930,235,258.07,7
CS-12400,US-2017-100930,232,233.86,8
CS-12400,US-2017-119662,85,230.38,9
CS-12400,CA-2016-140207,2450,29.12,10
CS-12400,CA-2017-135111,7486,25.9,11
CS-12400,US-2017-100930,234,5.33,12
CS-12400,CA-2017-107293,1562,2.78,13
CS-12400,CA-2017-135111,7485,2.48,14
CS-12460,US-2017-126179,1305,287.97,1
CS-12460,CA-2017-148691,2465,136.99,2
CS-12460,CA-2017-148691,2463,83.92,3
CS-12460,US-2017-126179,1304,23.99,4
CS-12460,CA-2017-148691,2464,14.62,5
CS-12460,CA-2017-148691,2466,3.15,6
CS-12490,CA-2016-118073,8137,562.29,1
CS-12490,CA-2015-128608,9798,235.19,2
CS-12490,CA-2016-100671,3378,111.67,3
CS-12490,CA-2015-128608,9801,107.12,4
CS-12490,CA-2015-128608,9799,26.38,5
CS-12490,CA-2015-128608,9800,10.38,6
CS-12490,CA-2015-128608,9797,10.37,7
CS-12490,CA-2016-144785,9678,6.99,8
CS-12490,CA-2016-144785,9679,6.84,9
CS-12505,CA-2016-108196,7773,4499.99,1
CS-12505,CA-2016-108196,7772,456.59,2
CS-12505,CA-2016-134208,1508,396.0,3
CS-12505,US-2017-115609,6823,168.1,4
CS-12505,CA-2016-108196,7774,59.98,5
CS-12505,CA-2016-121958,1478,52.14,6
CS-12505,CA-2015-159380,2805,25.68,7
CS-12505,CA-2014-100860,9660,18.75,8
CS-12505,CA-2015-159380,2804,12.84,9
CT-11995,CA-2014-166086,6566,872.32,1
CT-11995,US-2016-126893,2242,494.98,2
CT-11995,CA-2017-137085,2685,312.55,3
CT-11995,CA-2017-162481,2036,269.97,4
CT-11995,CA-2014-138681,4692,242.35,5
CT-11995,CA-2014-138681,4693,221.92,6
CT-11995,CA-2014-166086,6564,194.25,7
CT-11995,CA-2015-145849,2236,190.86,8
CT-11995,US-2016-141264,8876,185.38,9
CT-11995,CA-2014-138681,4691,71.98,10
CT-11995,US-2016-141264,8877,58.92,11
CT-11995,CA-2014-138681,4690,51.97,12
CT-11995,CA-2015-145849,2237,24.32,13
CT-11995,CA-2014-166086,6563,16.14,14
CT-11995,CA-2017-158106,2928,8.64,15
CT-11995,CA-2014-166086,6565,8.64,16
CT-11995,CA-2014-138681,4694,8.45,17
CT-11995,CA-2017-162481,2035,8.26,18
CV-12295,US-2014-137869,7841,1184.72,1
CV-12295,US-2017-117534,2387,479.98,2
CV-12295,CA-2014-151792,5029,239.98,3
CV-12295,US-2017-117534,2386,211.17,4
CV-12295,US-2017-117534,2385,185.92,5
CV-12295,US-2017-117534,2383,176.04,6
CV-12295,CA-2017-119655,7595,146.86,7
CV-12295,CA-2016-123120,5331,63.94,8
CV-12295,CA-2016-123120,5332,60.6,9
CV-12295,CA-2017-119655,7596,36.56,10
CV-12295,CA-2016-123120,5333,22.72,11
CV-12295,US-2017-117534,2384,16.02,12
CV-12295,US-2014-137869,7840,6.12,13
CV-12805,US-2016-144057,8915,856.66,1
CV-12805,CA-2017-151484,6156,332.7,2
CV-12805,CA-2017-135692,3099,220.27,3
CV-12805,CA-2017-157252,440,207.85,4
CV-12805,CA-2017-164707,5388,167.98,5
CV-12805,CA-2017-164707,5389,109.53,6
CV-12805,US-2016-144057,8918,76.64,7
CV-12805,CA-2017-146493,7660,53.9,8
CV-12805,CA-2017-151484,6154,51.97,9
CV-12805,CA-2017-151484,6155,51.34,10
CV-12805,US-2016-144057,8917,48.78,11
CV-12805,CA-2017-151484,6157,42.41,12
CV-12805,CA-2017-146780,111,41.96,13
CV-12805,CA-2017-135692,3098,33.12,14
CV-12805,CA-2016-120859,963,21.88,15
CV-12805,US-2016-144057,8919,18.53,16
CV-12805,US-2016-144057,8916,13.18,17
CV-12805,CA-2017-137582,8386,11.81,18
CV-12805,CA-2017-164707,5390,9.82,19
CW-11905,CA-2017-152436,7821,592.74,1
CW-11905,CA-2017-161655,8336,299.52,2
CW-11905,CA-2014-133753,491,70.37,3
CW-11905,CA-2014-133753,490,63.98,4
CW-11905,CA-2016-119018,6775,38.88,5
CW-11905,CA-2015-119214,2037,29.04,6
CW-11905,CA-2015-119214,2038,14.62,7
CW-11905,CA-2014-133753,489,7.99,8
CW-11905,CA-2016-119018,6773,7.71,9
CW-11905,CA-2015-156153,7748,7.56,10
CW-11905,CA-2016-119018,6774,4.18,11
CY-12745,CA-2017-130302,9834,895.94,1
CY-12745,CA-2015-112144,6977,621.76,2
CY-12745,CA-2017-117114,7827,508.77,3
CY-12745,CA-2015-109708,4966,467.04,4
CY-12745,US-2014-122959,3142,210.39,5
CY-12745,US-2016-101616,5354,87.28,6
CY-12745,CA-2016-166163,1088,71.98,7
CY-12745,CA-2017-130715,9337,17.9,8
CY-12745,CA-2017-117114,7828,9.91,9
CY-12745,CA-2015-112144,6976,5.9,10
CY-12745,CA-2016-166163,1089,3.15,11
Co-12640,CA-2015-147501,4645,558.4,1
Co-12640,US-2014-112949,8146,471.9,2
Co-12640,CA-2016-140543,1901,191.88,3
Co-12640,CA-2014-162866,2967,32.95,4
Co-12640,CA-2014-162866,2968,30.02,5
Co-12640,CA-2015-147501,4644,6.37,6
Co-12640,CA-2014-136280,1490,5.04,7
Co-12640,US-2014-112949,8147,3.52,8
DA-13450,US-2017-158512,1846,40.08,1
DA-13450,US-2017-158512,1847,37.68,2
DA-13450,CA-2014-115133,9623,32.9,3
DA-13450,CA-2014-115133,9621,16.7,4
DA-13450,US-2014-157406,1749,10.37,5
DA-13450,US-2014-138835,5854,9.64,6
DA-13450,US-2014-157406,1750,6.24,7
DA-13450,CA-2014-115133,9622,3.15,8
DB-12910,CA-2016-101672,7873,915.14,1
DB-12910,US-2017-159205,3090,671.93,2
DB-12910,CA-2017-124898,2902,184.66,3
DB-12910,CA-2017-141201,7014,148.26,4
DB-12910,CA-2016-101672,7875,97.82,5
DB-12910,US-2017-159205,3089,61.0,6
DB-12910,CA-2017-155089,2513,45.66,7
DB-12910,CA-2016-137176,3568,15.01,8
DB-12910,CA-2014-108707,2530,10.37,9
DB-12910,CA-2016-101672,7874,8.56,10
DB-12910,CA-2016-127985,5643,7.04,11
DB-12910,CA-2016-101672,7872,6.16,12
DB-12970,CA-2016-110975,7397,866.65,1
DB-12970,CA-2017-132178,3633,763.44,2
DB-12970,CA-2016-110975,7396,313.18,3
DB-12970,CA-2015-141593,9956,273.57,4
DB-12970,CA-2016-162943,6762,253.76,5
DB-12970,US-2014-159618,5553,79.51,6
DB-12970,CA-2017-132178,3632,69.52,7
DB-12970,US-2014-159618,5555,67.99,8
DB-12970,CA-2015-141593,9953,55.26,9
DB-12970,US-2014-159618,5554,36.29,10
DB-12970,CA-2015-141593,9955,34.25,11
DB-12970,US-2014-159618,5552,16.66,12
DB-12970,CA-2015-141593,9954,6.48,13
DB-12970,US-2014-159618,5551,2.67,14
DB-13060,CA-2014-128146,1181,1322.93,1
DB-13060,CA-2016-113292,6474,871.8,2
DB-13060,CA-2016-127369,434,714.3,3
DB-13060,CA-2014-104269,158,457.57,4
DB-13060,CA-2017-132353,903,323.98,5
DB-13060,CA-2017-107629,6713,266.35,6
DB-13060,CA-2017-121258,9992,258.58,7
DB-13060,CA-2017-107629,6716,95.23,8
DB-13060,CA-2017-121258,9991,91.96,9
DB-13060,CA-2017-107629,6714,56.33,10
DB-13060,CA-2017-107629,6715,39.26,11
DB-13060,CA-2017-121258,9993,29.6,12
DB-13060,CA-2014-128146,1182,3.76,13
DB-13120,CA-2015-101889,7650,1548.99,1
DB-13120,US-2017-148551,8641,760.98,2
DB-13120,CA-2015-161998,3994,172.7,3
DB-13120,CA-2015-124653,797,132.79,4
DB-13120,CA-2015-130204,1740,129.45,5
DB-13120,CA-2015-161998,3992,63.55,6
DB-13120,CA-2015-161998,3993,41.38,7
DB-13120,CA-2015-130204,1738,31.44,8
DB-13120,CA-2015-124653,799,21.56,9
DB-13120,CA-2015-101889,7651,19.87,10
DB-13120,CA-2015-130204,1739,17.9,11
DB-13120,CA-2015-124653,798,12.96,12
DB-13120,CA-2017-160514,237,10.56,13
DB-13120,CA-2015-136700,8196,8.96,14
DB-13210,CA-2016-158778,7594,887.27,1
DB-13210,CA-2017-165841,1967,281.97,2
DB-13210,CA-2017-165841,1969,166.44,3
DB-13210,CA-2015-157812,521,129.57,4
DB-13210,CA-2016-122448,5468,122.35,5
DB-13210,US-2016-162677,3160,119.98,6
DB-13210,CA-2017-109960,3651,104.88,7
DB-13210,CA-2017-152709,5281,85.52,8
DB-13210,CA-2016-158778,7592,71.25,9
DB-13210,CA-2017-165841,1968,69.5,10
DB-13210,US-2016-162677,3159,67.64,11
DB-13210,CA-2016-158778,7591,58.25,12
DB-13210,US-2016-134761,3487,36.19,13
DB-13210,CA-2017-109960,3652,34.7,14
DB-13210,CA-2017-109960,3653,33.72,15
DB-13210,CA-2015-157812,520,18.39,16
DB-13210,CA-2017-109960,3654,14.94,17
DB-13210,CA-2015-157812,522,14.11,18
DB-13210,CA-2016-158778,7593,7.87,19
DB-13210,CA-2016-149370,817,5.34,20
DB-13210,CA-2016-108567,3688,2.69,21
DB-13270,CA-2016-163804,6468,2079.4,1
DB-13270,CA-2017-122504,2075,761.54,2
DB-13270,CA-2016-163804,6469,629.95,3
DB-13270,CA-2017-154011,9288,457.49,4
DB-13270,CA-2016-143609,6185,403.92,5
DB-13270,CA-2014-107181,1544,82.9,6
DB-13270,CA-2016-163804,6470,72.42,7
DB-13270,CA-2017-122504,2074,59.97,8
DB-13270,US-2016-144477,9717,37.31,9
DB-13270,CA-2014-107181,1545,34.24,10
DB-13270,CA-2015-118227,4766,25.99,11
DB-13270,CA-2017-154011,9287,6.89,12
DB-13270,US-2015-141453,2923,3.88,13
DB-13360,CA-2016-139556,4648,434.65,1
DB-13360,CA-2017-150623,6380,286.15,2
DB-13360,CA-2014-100972,7868,166.44,3
DB-13360,CA-2017-150623,6379,99.99,4
DB-13360,CA-2016-119123,9343,51.18,5
DB-13360,CA-2015-143882,8276,43.06,6
DB-13405,CA-2017-157091,2232,526.45,1
DB-13405,CA-2015-129322,6663,447.86,2
DB-13405,CA-2017-140949,2452,119.7,3
DB-13405,CA-2015-129322,6662,113.92,4
DB-13405,CA-2017-140949,2456,107.44,5
DB-13405,CA-2015-141145,3530,87.17,6
DB-13405,CA-2017-140949,2455,71.6,7
DB-13405,CA-2017-140949,2458,59.1,8
DB-13405,CA-2017-140949,2454,57.06,9
DB-13405,CA-2017-140949,2459,46.53,10
DB-13405,CA-2015-129322,6661,39.66,11
DB-13405,CA-2017-140949,2451,18.75,12
DB-13405,CA-2017-140949,2453,9.14,13
DB-13405,CA-2017-140949,2457,7.31,14
DB-13555,CA-2017-115882,8772,942.78,1
DB-13555,CA-2014-136336,9075,828.84,2
DB-13555,US-2017-133200,4671,772.68,3
DB-13555,US-2017-133200,4670,623.46,4
DB-13555,CA-2017-104885,7640,441.96,5
DB-13555,CA-2017-115882,8773,74.35,6
DB-13555,CA-2017-104885,7641,68.04,7
DB-13555,CA-2017-104885,7638,59.52,8
DB-13555,CA-2017-104885,7639,57.96,9
DB-13555,US-2017-133200,4669,11.06,10
DB-13555,CA-2017-158036,3657,9.1,11
DB-13555,CA-2014-114314,5929,8.92,12
DB-13555,CA-2014-114314,5928,7.31,13
DB-13555,CA-2014-151953,2218,2.82,14
DB-13615,CA-2015-137946,336,959.98,1
DB-13615,CA-2016-135636,5975,387.72,2
DB-13615,CA-2016-115224,5591,352.38,3
DB-13615,CA-2017-145779,8442,84.42,4
DB-13615,CA-2017-133074,8524,55.86,5
DB-13615,CA-2017-132185,2677,43.58,6
DB-13615,CA-2014-137351,3048,43.18,7
DB-13615,CA-2016-115224,5590,34.05,8
DB-13615,CA-2015-137946,337,14.37,9
DB-13615,CA-2017-132185,2676,8.76,10
DB-13615,CA-2015-137946,335,4.75,11
DB-13660,CA-2017-121853,9325,594.82,1
DB-13660,CA-2017-121853,9324,211.04,2
DB-13660,US-2017-105830,6342,156.51,3
DB-13660,CA-2017-121853,9326,72.96,4
DB-13660,CA-2014-104402,6324,65.97,5
DB-13660,CA-2017-105886,1910,18.96,6
DB-13660,CA-2015-111990,4569,10.48,7
DB-13660,CA-2017-101959,9766,9.84,8
DB-13660,CA-2017-101959,9767,7.78,9
DB-13660,CA-2017-101077,3391,6.85,10
DC-12850,CA-2017-128363,7899,1614.58,1
DC-12850,CA-2017-128363,7904,423.65,2
DC-12850,CA-2016-130911,9130,301.47,3
DC-12850,US-2014-160444,1357,281.42,4
DC-12850,CA-2017-128363,7898,272.05,5
DC-12850,US-2014-160444,1356,220.78,6
DC-12850,CA-2017-131016,2824,47.58,7
DC-12850,US-2017-133781,2500,37.61,8
DC-12850,CA-2017-128363,7902,31.98,9
DC-12850,CA-2017-128363,7900,24.32,10
DC-12850,CA-2016-130911,9131,18.66,11
DC-12850,CA-2017-128363,7903,14.76,12
DC-12850,CA-2015-143532,3576,14.5,13
DC-12850,CA-2017-100426,1270,12.48,14
DC-12850,CA-2017-131016,2823,8.93,15
DC-12850,CA-2014-145212,2479,5.46,16
DC-12850,CA-2017-167017,8428,4.36,17
DC-12850,CA-2017-128363,7901,1.58,18
DC-13285,CA-2015-117884,8556,447.94,1
DC-13285,CA-2017-104003,1715,307.67,2
DC-13285,CA-2015-117884,8557,150.41,3
DC-13285,CA-2014-106803,758,119.8,4
DC-13285,US-2017-136189,4319,82.38,5
DC-13285,CA-2016-137736,2341,41.86,6
DC-13285,CA-2014-106803,757,24.56,7
DD-13570,US-2014-104759,5050,79.98,1
DD-13570,CA-2017-147844,7394,59.52,2
DD-13570,CA-2014-166730,8969,39.13,3
DD-13570,CA-2017-147844,7395,34.4,4
DD-13570,CA-2017-110926,4138,25.06,5
DD-13570,CA-2017-147844,7393,15.7,6
DD-13570,US-2014-104759,5049,8.13,7
DD-13570,US-2016-148334,4107,4.31,8
DD-13570,CA-2017-125640,5116,3.3,9
DE-13255,CA-2015-153381,3427,1408.1,1
DE-13255,CA-2015-142601,4720,947.17,2
DE-13255,CA-2016-126529,1027,63.31,3
DE-13255,CA-2015-142601,4721,61.96,4
DE-13255,CA-2014-109134,6684,20.04,5
DE-13255,CA-2016-126529,1028,15.59,6
DE-13255,CA-2016-126529,1026,15.55,7
DE-13255,CA-2015-153381,3426,15.24,8
DE-13255,CA-2014-123253,4303,3.91,9
DF-13135,CA-2016-168032,8925,1439.97,1
DF-13135,CA-2016-168032,8927,626.1,2
