item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return
ITEM002191,ORD002235,PROD0136,1,16.8,0,0
ITEM002192,ORD002616,PROD0175,2,535.9,10,0
ITEM002193,ORD002616,PROD0101,1,385.7,30,0
ITEM002194,ORD004553,PROD0469,1,112.56,0,0
ITEM002195,ORD004553,PROD0366,3,879.68,15,0
ITEM002196,ORD001153,PROD0432,1,308.73,10,0
ITEM002197,ORD001153,PROD0034,2,6.59,15,0
ITEM002198,ORD000555,PROD0398,1,777.95,5,0
ITEM002199,ORD000091,PROD0294,2,15.63,15,0
ITEM002200,ORD000091,PROD0470,2,22.44,40,0
ITEM002201,ORD003175,PROD0477,1,213.76,0,0
ITEM002202,ORD004132,PROD0254,2,7.43,25,0
ITEM002203,ORD004132,PROD0305,2,678.14,0,0
ITEM002204,ORD004132,PROD0137,1,229.17,10,0
ITEM002205,ORD004642,PROD0285,1,42.93,5,0
ITEM002206,ORD004642,PROD0211,1,89.15,40,0
ITEM002207,ORD004642,PROD0413,3,386.06,15,0
ITEM002208,ORD002143,PROD0044,1,17.7,5,0
ITEM002209,ORD002143,PROD0184,1,27.95,50,0
ITEM002210,ORD002143,PROD0370,1,51.77,0,0
ITEM002211,ORD004250,PROD0130,1,327.15,50,0
ITEM002212,ORD004250,PROD0034,1,6.59,15,0
ITEM002213,ORD001663,PROD0118,2,33.06,0,0
ITEM002214,ORD001663,PROD0008,1,298.78,10,0
ITEM002215,ORD000818,PROD0467,1,740.92,10,0
ITEM002216,ORD001331,PROD0132,1,65.94,5,0
ITEM002217,ORD001331,PROD0227,2,55.63,40,0
ITEM002218,ORD001746,PROD0275,2,114.32,0,0
ITEM002219,ORD001746,PROD0086,2,233.47,40,0
ITEM002220,ORD001746,PROD0472,3,296.2,0,0
ITEM002221,ORD001746,PROD0045,2,197.84,30,0
ITEM002222,ORD004363,PROD0497,2,50.76,25,0
ITEM002223,ORD002552,PROD0219,2,952.89,30,0
ITEM002224,ORD002552,PROD0186,1,36.03,25,0
ITEM002225,ORD002552,PROD0073,1,118.63,0,0
ITEM002226,ORD001379,PROD0469,-1,113.05,20,1
ITEM002227,ORD004635,PROD0469,2,111.85,10,0
ITEM002228,ORD004635,PROD0366,4,900.62,0,0
ITEM002229,ORD002849,PROD0315,1,10.81,0,0
ITEM002230,ORD002849,PROD0481,1,105.4,5,0
ITEM002231,ORD004464,PROD0211,2,90.25,0,0
ITEM002232,ORD004502,PROD0192,2,215.39,20,0
ITEM002233,ORD004502,PROD0232,2,25.12,10,0
ITEM002234,ORD004502,PROD0134,1,18.27,20,0
ITEM002235,ORD004502,PROD0073,1,117.81,10,0
ITEM002236,ORD001029,PROD0086,2,237.27,0,0
ITEM002237,ORD001029,PROD0467,2,776.49,10,0
ITEM002238,ORD000851,PROD0285,3,44.49,30,0
ITEM002239,ORD003702,PROD0346,1,48.63,50,0
ITEM002240,ORD003702,PROD0237,2,718.91,40,0
ITEM002241,ORD003781,PROD0199,1,19.01,15,0
ITEM002242,ORD003781,PROD0149,4,1253.49,0,0
ITEM002243,ORD003781,PROD0072,1,709.26,5,0
ITEM002244,ORD000400,PROD0192,2,216.11,5,0
ITEM002245,ORD000400,PROD0232,1,23.85,10,0
ITEM002246,ORD001407,PROD0303,1,47.96,30,0
ITEM002247,ORD001150,PROD0372,1,620.74,0,0
ITEM002248,ORD001727,PROD0135,1,155.61,0,0
ITEM002249,ORD001727,PROD0315,3,11.06,5,0
ITEM002250,ORD001063,PROD0324,1,305.69,50,0
ITEM002251,ORD001063,PROD0386,1,964.23,0,0
ITEM002252,ORD003713,PROD0181,4,67.07,20,0
ITEM002253,ORD003713,PROD0432,4,295.35,30,0
ITEM002254,ORD001073,PROD0219,1,1001.38,25,0
ITEM002255,ORD001073,PROD0186,1,36.56,0,0
ITEM002256,ORD003332,PROD0389,1,141.46,5,0
ITEM002257,ORD003332,PROD0096,1,865.85,25,0
ITEM002258,ORD003896,PROD0237,2,736.65,25,0
ITEM002259,ORD004287,PROD0121,2,1190.49,5,0
ITEM002260,ORD001658,PROD0073,-2,115.97,40,1
ITEM002261,ORD001963,PROD0006,1,5.34,10,0
ITEM002262,ORD001963,PROD0389,1,147.98,0,0
ITEM002263,ORD003180,PROD0465,1,183.34,25,0
ITEM002264,ORD004220,PROD0006,1,5.25,0,0
ITEM002265,ORD004220,PROD0073,2,113.05,25,0
ITEM002266,ORD000677,PROD0349,2,659.9,25,0
ITEM002267,ORD000677,PROD0227,1,55.22,25,0
ITEM002268,ORD000677,PROD0137,2,232.78,25,0
ITEM002269,ORD004088,PROD0200,1,752.22,10,0
ITEM002270,ORD004088,PROD0496,3,7.19,5,0
ITEM002271,ORD004005,PROD0184,1,27.29,40,0
ITEM002272,ORD004005,PROD0304,3,110.49,40,0
ITEM002273,ORD004487,PROD0192,1,223.34,0,0
ITEM002274,ORD004487,PROD0232,2,24.83,0,0
ITEM002275,ORD004487,PROD0105,4,175.44,10,0
ITEM002276,ORD003303,PROD0432,2,306.82,10,0
ITEM002277,ORD003303,PROD0193,2,927.68,20,0
ITEM002278,ORD003303,PROD0211,2,90.83,0,0
ITEM002279,ORD000031,PROD0130,1,335.15,25,0
ITEM002280,ORD000031,PROD0034,2,6.81,0,0
ITEM002281,ORD000031,PROD0281,1,1617.51,25,0
ITEM002282,ORD002807,PROD0388,1,62.25,20,0
ITEM002283,ORD004430,PROD0030,1,411.65,10,0
ITEM002284,ORD004430,PROD0177,1,97.86,10,0
ITEM002285,ORD004430,PROD0186,3,37.0,30,0
ITEM002286,ORD004430,PROD0119,1,16.58,5,0
ITEM002287,ORD004430,PROD0205,1,522.84,20,0
ITEM002288,ORD000391,PROD0181,4,68.45,50,0
ITEM002289,ORD000391,PROD0258,2,199.24,20,0
ITEM002290,ORD000391,PROD0394,1,30.15,30,0
ITEM002291,ORD004575,PROD0469,4,112.58,25,0
ITEM002292,ORD004575,PROD0366,1,885.45,15,0
ITEM002293,ORD004718,PROD0470,1,21.83,50,0
ITEM002294,ORD004718,PROD0116,1,24.41,50,0
ITEM002295,ORD002642,PROD0402,1,8.38,10,0
ITEM002296,ORD002642,PROD0192,1,225.57,10,0
ITEM002297,ORD002642,PROD0131,3,33.01,10,0
ITEM002298,ORD003931,PROD0182,1,807.69,15,0
ITEM002299,ORD003931,PROD0382,2,1561.51,30,0
ITEM002300,ORD003931,PROD0124,2,1234.38,0,0
ITEM002301,ORD003931,PROD0247,3,188.73,5,0
ITEM002302,ORD002622,PROD0033,1,110.17,0,0
ITEM002303,ORD002622,PROD0430,1,178.09,10,0
ITEM002304,ORD002622,PROD0150,4,440.67,25,0
ITEM002305,ORD002622,PROD0279,1,390.58,0,0
ITEM002306,ORD002987,PROD0181,1,66.47,10,0
ITEM002307,ORD002987,PROD0258,1,197.35,25,0
ITEM002308,ORD001088,PROD0184,-2,27.19,10,1
ITEM002309,ORD001088,PROD0477,-1,206.65,25,1
ITEM002310,ORD001919,PROD0030,1,393.67,20,0
ITEM002311,ORD001919,PROD0177,1,95.84,5,0
ITEM002312,ORD004221,PROD0266,1,20.24,0,0
ITEM002313,ORD004221,PROD0345,2,14.29,15,0
ITEM002314,ORD000453,PROD0160,1,180.57,30,0
ITEM002315,ORD000453,PROD0242,1,4.63,10,0
ITEM002316,ORD000678,PROD0413,2,386.34,20,0
ITEM002317,ORD000678,PROD0417,3,9.8,40,0
ITEM002318,ORD000678,PROD0372,1,600.79,0,0
ITEM002319,ORD000678,PROD0114,2,233.09,5,0
ITEM002320,ORD000678,PROD0281,2,1545.25,5,0
ITEM002321,ORD002853,PROD0203,1,343.46,15,0
ITEM002322,ORD002447,PROD0275,-3,110.4,30,1
ITEM002323,ORD000269,PROD0477,3,205.37,40,0
ITEM002324,ORD000269,PROD0220,1,102.91,25,0
ITEM002325,ORD001416,PROD0371,3,611.5,5,0
ITEM002326,ORD002409,PROD0119,3,16.46,50,0
ITEM002327,ORD002409,PROD0349,1,677.79,50,0
ITEM002328,ORD002409,PROD0304,2,116.74,0,0
ITEM002329,ORD002409,PROD0366,2,867.58,10,0
ITEM002330,ORD003200,PROD0254,1,7.81,5,0
ITEM002331,ORD003200,PROD0134,3,18.43,0,0
ITEM002332,ORD003200,PROD0442,2,11.7,50,0
ITEM002333,ORD003200,PROD0147,3,624.19,25,0
ITEM002334,ORD003200,PROD0364,1,1893.44,5,0
ITEM002335,ORD003520,PROD0303,2,49.69,20,0
ITEM002336,ORD003520,PROD0205,3,508.68,0,0
ITEM002337,ORD000436,PROD0202,1,6.96,25,0
ITEM002338,ORD000436,PROD0444,1,9.43,25,0
ITEM002339,ORD000600,PROD0186,1,37.83,0,0
ITEM002340,ORD000600,PROD0195,2,60.89,0,0
ITEM002341,ORD000273,PROD0076,1,890.58,40,0
ITEM002342,ORD000273,PROD0413,2,377.8,15,0
ITEM002343,ORD001831,PROD0469,3,112.56,0,0
ITEM002344,ORD001831,PROD0007,1,16.8,40,0
ITEM002345,ORD001831,PROD0380,1,50.06,50,0
ITEM002346,ORD001831,PROD0182,2,835.16,15,0
ITEM002347,ORD001653,PROD0420,1,14.79,0,0
ITEM002348,ORD001653,PROD0376,1,158.2,20,0
ITEM002349,ORD003964,PROD0467,1,741.74,10,0
ITEM002350,ORD003964,PROD0064,4,825.19,10,0
ITEM002351,ORD003964,PROD0156,1,193.6,30,0
ITEM002352,ORD003964,PROD0478,2,1525.34,10,0
ITEM002353,ORD002002,PROD0159,1,50.51,10,0
ITEM002354,ORD002002,PROD0496,3,7.08,10,0
ITEM002355,ORD004053,PROD0300,1,21.25,40,0
ITEM002356,ORD003567,PROD0482,2,538.74,0,0
ITEM002357,ORD003567,PROD0030,2,414.16,0,0
ITEM002358,ORD004717,PROD0478,1,1494.01,50,0
ITEM002359,ORD004717,PROD0373,2,270.81,15,0
ITEM002360,ORD004717,PROD0307,1,36.39,25,0
ITEM002361,ORD004717,PROD0075,1,15.0,25,0
ITEM002362,ORD004717,PROD0469,2,112.25,0,0
ITEM002363,ORD000859,PROD0183,3,274.2,25,0
ITEM002364,ORD000859,PROD0176,1,759.98,20,0
ITEM002365,ORD000859,PROD0105,1,178.42,10,0
ITEM002366,ORD001750,PROD0367,2,1182.8,50,0
ITEM002367,ORD001750,PROD0482,1,509.98,20,0
ITEM002368,ORD004667,PROD0051,1,152.31,20,0
ITEM002369,ORD004667,PROD0153,2,56.07,10,0
ITEM002370,ORD002863,PROD0129,2,358.01,40,0
ITEM002371,ORD002863,PROD0497,1,51.64,40,0
ITEM002372,ORD001166,PROD0097,1,521.45,15,0
ITEM002373,ORD001166,PROD0379,2,14.6,30,0
ITEM002374,ORD004064,PROD0097,1,526.99,20,0
ITEM002375,ORD004064,PROD0379,2,14.31,0,0
ITEM002376,ORD000043,PROD0349,3,677.84,0,0
ITEM002377,ORD003917,PROD0132,1,68.29,30,0
ITEM002378,ORD000044,PROD0184,1,26.77,15,0
ITEM002379,ORD000044,PROD0304,2,114.42,30,0
ITEM002380,ORD000044,PROD0121,2,1136.74,50,0
ITEM002381,ORD000044,PROD0124,1,1246.65,15,0
ITEM002382,ORD003633,PROD0130,1,346.85,0,0
ITEM002383,ORD003633,PROD0014,1,324.41,30,0
ITEM002384,ORD003633,PROD0495,1,80.82,40,0
ITEM002385,ORD003633,PROD0236,1,884.46,5,0
ITEM002386,ORD000756,PROD0489,2,37.13,15,0
ITEM002387,ORD000756,PROD0496,2,7.12,10,0
ITEM002388,ORD000325,PROD0469,3,114.19,5,0
ITEM002389,ORD000223,PROD0428,3,1768.33,10,0
ITEM002390,ORD000223,PROD0349,1,673.57,20,0
ITEM002391,ORD000223,PROD0497,1,52.56,40,0
ITEM002392,ORD000415,PROD0432,4,294.88,20,0
ITEM002393,ORD000415,PROD0193,1,922.37,0,0
ITEM002394,ORD000415,PROD0006,4,5.4,0,0
ITEM002395,ORD004670,PROD0477,1,208.44,30,0
ITEM002396,ORD004670,PROD0141,2,19.6,40,0
ITEM002397,ORD001887,PROD0321,1,285.43,20,0
ITEM002398,ORD001887,PROD0111,2,169.51,5,0
ITEM002399,ORD001887,PROD0202,2,7.09,25,0
ITEM002400,ORD000333,PROD0097,1,525.81,25,0
ITEM002401,ORD000333,PROD0379,4,14.68,25,0
ITEM002402,ORD004245,PROD0208,1,479.25,0,0
ITEM002403,ORD004245,PROD0181,1,64.89,15,0
ITEM002404,ORD003354,PROD0077,2,943.5,50,0
ITEM002405,ORD003354,PROD0165,1,6.6,20,0
ITEM002406,ORD003354,PROD0277,1,905.14,0,0
ITEM002407,ORD003432,PROD0006,1,5.51,20,0
ITEM002408,ORD003432,PROD0073,2,116.82,0,0
ITEM002409,ORD002732,PROD0112,1,1972.99,0,0
ITEM002410,ORD002732,PROD0308,1,20.11,0,0
ITEM002411,ORD003533,PROD0382,1,1495.25,5,0
ITEM002412,ORD003458,PROD0298,1,21.59,10,0
ITEM002413,ORD003458,PROD0014,1,315.45,5,0
ITEM002414,ORD004324,PROD0072,-1,704.82,50,1
ITEM002415,ORD004324,PROD0138,-2,164.1,50,1
ITEM002416,ORD003880,PROD0042,1,555.42,20,0
ITEM002417,ORD003880,PROD0478,4,1447.37,0,0
ITEM002418,ORD004388,PROD0497,1,53.2,20,0
ITEM002419,ORD004388,PROD0486,2,26.76,0,0
ITEM002420,ORD004388,PROD0097,3,548.44,0,0
ITEM002421,ORD000996,PROD0464,-1,348.07,0,1
ITEM002422,ORD004457,PROD0275,2,110.29,0,0
ITEM002423,ORD004457,PROD0075,1,14.35,15,0
ITEM002424,ORD004457,PROD0429,1,148.93,30,0
ITEM002425,ORD004457,PROD0478,1,1482.82,0,0
ITEM002426,ORD000641,PROD0036,1,96.41,20,0
ITEM002427,ORD000641,PROD0478,1,1521.05,50,0
ITEM002428,ORD000641,PROD0112,3,1973.62,0,0
ITEM002429,ORD000641,PROD0236,4,859.93,0,0
ITEM002430,ORD003755,PROD0467,4,778.65,40,0
ITEM002431,ORD003755,PROD0326,1,67.17,0,0
ITEM002432,ORD003755,PROD0253,1,88.95,5,0
ITEM002433,ORD003755,PROD0141,2,20.1,10,0
ITEM002434,ORD002344,PROD0215,1,15.61,25,0
ITEM002435,ORD002344,PROD0208,3,462.79,0,0
ITEM002436,ORD002344,PROD0188,1,222.12,10,0
ITEM002437,ORD002646,PROD0429,2,144.91,10,0
ITEM002438,ORD001136,PROD0181,1,68.23,0,0
ITEM002439,ORD001136,PROD0054,2,6.06,20,0
ITEM002440,ORD001136,PROD0339,1,268.79,25,0
ITEM002441,ORD001637,PROD0168,1,493.61,30,0
ITEM002442,ORD001637,PROD0159,1,52.13,10,0
ITEM002443,ORD003765,PROD0242,2,4.67,10,0
ITEM002444,ORD003765,PROD0176,3,743.08,50,0
ITEM002445,ORD001409,PROD0453,1,23.72,10,0
ITEM002446,ORD001371,PROD0213,1,12.21,0,0
ITEM002447,ORD001371,PROD0279,1,387.0,5,0
ITEM002448,ORD001371,PROD0230,1,6.42,15,0
ITEM002449,ORD002299,PROD0179,1,375.65,50,0
ITEM002450,ORD002299,PROD0114,1,230.52,10,0
ITEM002451,ORD002299,PROD0275,1,114.62,0,0
ITEM002452,ORD002299,PROD0496,1,7.01,25,0
ITEM002453,ORD002299,PROD0017,1,60.94,0,0
ITEM002454,ORD003958,PROD0006,1,5.33,20,0
ITEM002455,ORD003958,PROD0073,1,119.36,30,0
ITEM002456,ORD000602,PROD0172,1,753.16,20,0
ITEM002457,ORD000602,PROD0345,2,14.48,0,0
ITEM002458,ORD000602,PROD0305,2,674.3,0,0
ITEM002459,ORD004467,PROD0149,1,1195.89,20,0
ITEM002460,ORD004467,PROD0482,3,525.6,0,0
ITEM002461,ORD004467,PROD0328,1,16.38,10,0
ITEM002462,ORD003239,PROD0077,-2,978.28,20,1
ITEM002463,ORD000312,PROD0211,1,90.07,25,0
ITEM002464,ORD000312,PROD0308,2,19.95,0,0
ITEM002465,ORD000312,PROD0266,1,19.64,40,0
ITEM002466,ORD004167,PROD0137,1,232.65,50,0
ITEM002467,ORD004167,PROD0389,1,144.75,5,0
ITEM002468,ORD000656,PROD0200,4,774.63,0,0
ITEM002469,ORD003856,PROD0051,2,151.75,50,0
ITEM002470,ORD003856,PROD0308,1,20.65,15,0
ITEM002471,ORD003856,PROD0018,2,1135.56,25,0
ITEM002472,ORD003856,PROD0262,1,701.76,0,0
ITEM002473,ORD004050,PROD0062,1,334.67,25,0
ITEM002474,ORD004050,PROD0232,1,24.02,20,0
ITEM002475,ORD003478,PROD0025,-1,16.83,50,1
ITEM002476,ORD003478,PROD0055,-1,62.2,50,1
ITEM002477,ORD003116,PROD0192,1,217.39,10,0
ITEM002478,ORD003116,PROD0232,3,24.72,10,0
ITEM002479,ORD003954,PROD0165,1,6.58,0,0
ITEM002480,ORD004278,PROD0384,1,1611.74,0,0
ITEM002481,ORD004278,PROD0149,2,1213.45,15,0
ITEM002482,ORD004278,PROD0426,1,105.64,0,0
ITEM002483,ORD004278,PROD0467,2,766.08,0,0
ITEM002484,ORD004278,PROD0349,1,665.55,0,0
ITEM002485,ORD000961,PROD0460,2,28.74,20,0
ITEM002486,ORD000961,PROD0170,2,26.84,40,0
ITEM002487,ORD000961,PROD0118,3,33.73,0,0
ITEM002488,ORD002369,PROD0092,2,154.71,40,0
ITEM002489,ORD002369,PROD0441,1,722.35,25,0
ITEM002490,ORD002369,PROD0444,1,9.35,5,0
ITEM002491,ORD001318,PROD0379,1,14.49,10,0
ITEM002492,ORD001318,PROD0104,3,139.64,0,0
ITEM002493,ORD001318,PROD0012,2,102.71,40,0
ITEM002494,ORD001318,PROD0003,1,59.01,10,0
ITEM002495,ORD001858,PROD0109,2,1254.66,20,0
ITEM002496,ORD001858,PROD0160,3,185.01,40,0
ITEM002497,ORD003234,PROD0239,1,1419.8,0,0
ITEM002498,ORD003234,PROD0108,1,283.84,10,0
ITEM002499,ORD003234,PROD0116,1,24.41,0,0
ITEM002500,ORD003234,PROD0007,2,17.2,10,0
ITEM002501,ORD002576,PROD0445,1,1551.0,10,0
ITEM002502,ORD002576,PROD0058,1,783.96,25,0
ITEM002503,ORD002576,PROD0277,2,898.49,0,0
ITEM002504,ORD002576,PROD0469,1,110.55,0,0
ITEM002505,ORD002323,PROD0374,1,104.29,0,0
ITEM002506,ORD002323,PROD0192,1,214.8,25,0
ITEM002507,ORD001651,PROD0159,1,50.2,20,0
ITEM002508,ORD001651,PROD0022,1,123.11,25,0
ITEM002509,ORD000522,PROD0489,2,36.54,30,0
ITEM002510,ORD000522,PROD0149,2,1204.35,25,0
ITEM002511,ORD004634,PROD0181,1,65.98,0,0
ITEM002512,ORD004634,PROD0258,1,200.33,0,0
ITEM002513,ORD004634,PROD0155,1,1112.01,0,0
ITEM002514,ORD000782,PROD0161,2,36.67,15,0
ITEM002515,ORD000782,PROD0141,2,19.44,15,0
ITEM002516,ORD000782,PROD0256,1,42.51,30,0
ITEM002517,ORD000782,PROD0461,1,950.47,20,0
ITEM002518,ORD000782,PROD0097,3,526.82,30,0
ITEM002519,ORD002139,PROD0081,1,59.15,0,0
ITEM002520,ORD002139,PROD0094,1,12.73,0,0
ITEM002521,ORD002139,PROD0018,1,1092.7,10,0
ITEM002522,ORD002139,PROD0487,2,230.32,10,0
ITEM002523,ORD001798,PROD0249,1,7.84,5,0
ITEM002524,ORD001798,PROD0444,1,9.3,15,0
ITEM002525,ORD001945,PROD0035,2,6.84,30,0
ITEM002526,ORD001945,PROD0134,4,17.87,15,0
ITEM002527,ORD000281,PROD0105,2,175.37,0,0
ITEM002528,ORD000281,PROD0219,3,968.32,5,0
ITEM002529,ORD003141,PROD0052,1,139.67,5,0
ITEM002530,ORD003141,PROD0193,1,952.76,0,0
ITEM002531,ORD003141,PROD0238,1,45.93,0,0
ITEM002532,ORD001529,PROD0232,1,24.73,5,0
ITEM002533,ORD001529,PROD0219,1,979.36,0,0
ITEM002534,ORD001529,PROD0101,2,377.07,30,0
ITEM002535,ORD001522,PROD0324,-1,292.26,10,1
ITEM002536,ORD001522,PROD0264,-1,33.46,15,1
ITEM002537,ORD004262,PROD0132,1,65.0,10,0
ITEM002538,ORD004262,PROD0016,1,404.61,15,0
ITEM002539,ORD004262,PROD0218,4,534.05,25,0
ITEM002540,ORD004262,PROD0073,1,114.29,20,0
ITEM002541,ORD002541,PROD0105,2,179.47,0,0
ITEM002542,ORD002541,PROD0227,1,56.55,0,0
ITEM002543,ORD002234,PROD0097,2,538.98,0,0
ITEM002544,ORD002234,PROD0379,1,14.73,40,0
ITEM002545,ORD001285,PROD0208,-1,479.33,0,1
ITEM002546,ORD001376,PROD0297,3,15.27,15,0
ITEM002547,ORD002448,PROD0230,1,6.39,30,0
ITEM002548,ORD002448,PROD0491,1,26.16,15,0
ITEM002549,ORD002448,PROD0079,3,97.05,25,0
ITEM002550,ORD002448,PROD0292,1,15.55,20,0
ITEM002551,ORD000541,PROD0429,1,143.85,10,0
ITEM002552,ORD000541,PROD0159,1,49.78,25,0
ITEM002553,ORD001075,PROD0264,2,33.02,20,0
ITEM002554,ORD001075,PROD0074,4,32.51,5,0
ITEM002555,ORD001075,PROD0127,1,20.53,25,0
ITEM002556,ORD000093,PROD0002,1,1556.51,50,0
ITEM002557,ORD000864,PROD0491,1,26.21,10,0
ITEM002558,ORD000434,PROD0089,3,174.43,50,0
ITEM002559,ORD000434,PROD0181,2,66.37,0,0
ITEM002560,ORD000434,PROD0381,1,28.46,25,0
ITEM002561,ORD000434,PROD0234,2,22.84,15,0
ITEM002562,ORD001958,PROD0022,1,121.91,10,0
ITEM002563,ORD001958,PROD0467,1,738.95,20,0
ITEM002564,ORD001958,PROD0267,2,48.96,50,0
ITEM002565,ORD000852,PROD0467,2,753.1,5,0
ITEM002566,ORD004661,PROD0135,3,158.44,20,0
ITEM002567,ORD004661,PROD0315,1,11.35,0,0
ITEM002568,ORD000624,PROD0210,4,118.68,40,0
ITEM002569,ORD001984,PROD0130,1,346.39,20,0
ITEM002570,ORD001984,PROD0014,2,314.4,0,0
ITEM002571,ORD001984,PROD0127,1,20.58,10,0
ITEM002572,ORD001638,PROD0297,1,15.33,0,0
ITEM002573,ORD001638,PROD0179,1,394.2,20,0
ITEM002574,ORD001638,PROD0409,1,19.28,25,0
ITEM002575,ORD001638,PROD0215,1,15.31,20,0
ITEM002576,ORD001638,PROD0237,1,732.78,15,0
ITEM002577,ORD001783,PROD0219,1,972.28,15,0
ITEM002578,ORD001783,PROD0186,4,36.03,30,0
ITEM002579,ORD001044,PROD0298,1,21.33,10,0
ITEM002580,ORD001044,PROD0414,2,164.75,10,0
ITEM002581,ORD003131,PROD0176,1,739.29,30,0
ITEM002582,ORD003707,PROD0064,2,836.05,10,0
ITEM002583,ORD002339,PROD0047,4,114.2,5,0
ITEM002584,ORD004107,PROD0467,1,762.37,5,0
ITEM002585,ORD004107,PROD0105,4,175.71,5,0
ITEM002586,ORD003853,PROD0267,1,50.9,50,0
ITEM002587,ORD003853,PROD0172,1,773.57,15,0
ITEM002588,ORD003853,PROD0074,4,31.76,10,0
ITEM002589,ORD003853,PROD0287,1,1353.27,40,0
ITEM002590,ORD003006,PROD0135,3,160.15,30,0
ITEM002591,ORD003006,PROD0211,1,86.45,5,0
ITEM002592,ORD004445,PROD0132,2,64.95,15,0
ITEM002593,ORD004445,PROD0227,1,54.57,15,0
ITEM002594,ORD004445,PROD0014,2,307.72,15,0
ITEM002595,ORD002858,PROD0015,3,466.78,0,0
ITEM002596,ORD003049,PROD0153,3,56.25,10,0
ITEM002597,ORD003049,PROD0299,3,1931.19,0,0
ITEM002598,ORD000732,PROD0430,3,170.63,50,0
ITEM002599,ORD001756,PROD0428,3,1745.54,50,0
ITEM002600,ORD001756,PROD0294,1,15.99,25,0
ITEM002601,ORD001756,PROD0074,1,33.47,20,0
ITEM002602,ORD001756,PROD0399,2,34.34,0,0
ITEM002603,ORD000607,PROD0075,1,14.89,15,0
ITEM002604,ORD000607,PROD0179,1,376.65,50,0
ITEM002605,ORD000620,PROD0304,3,115.96,20,0
ITEM002606,ORD000620,PROD0177,1,99.3,10,0
ITEM002607,ORD002757,PROD0105,4,173.52,0,0
ITEM002608,ORD002757,PROD0219,1,972.82,15,0
ITEM002609,ORD003620,PROD0030,2,400.42,0,0
ITEM002610,ORD003620,PROD0177,3,99.32,10,0
ITEM002611,ORD003620,PROD0408,1,22.79,5,0
ITEM002612,ORD003620,PROD0287,1,1385.06,40,0
ITEM002613,ORD002701,PROD0275,2,114.42,5,0
ITEM002614,ORD002701,PROD0086,2,237.08,25,0
ITEM002615,ORD002701,PROD0007,1,16.93,10,0
ITEM002616,ORD002701,PROD0222,2,9.48,20,0
ITEM002617,ORD001468,PROD0346,3,46.81,25,0
ITEM002618,ORD001468,PROD0025,2,17.02,0,0
ITEM002619,ORD001468,PROD0335,2,142.16,0,0
ITEM002620,ORD001468,PROD0303,1,49.95,50,0
ITEM002621,ORD003046,PROD0462,-1,104.51,0,1
ITEM002622,ORD003849,PROD0324,2,295.93,50,0
ITEM002623,ORD003849,PROD0131,4,32.28,10,0
ITEM002624,ORD001728,PROD0184,1,27.68,10,0
ITEM002625,ORD001728,PROD0465,3,173.81,20,0
ITEM002631,ORD003668,PROD0130,1,338.48,5,0
ITEM002632,ORD003668,PROD0079,1,97.82,0,0
ITEM002633,ORD001706,PROD0183,1,276.62,20,0
ITEM002634,ORD004723,PROD0432,1,297.83,10,0
ITEM002635,ORD004723,PROD0034,1,6.69,0,0
ITEM002636,ORD004723,PROD0429,1,148.95,25,0
ITEM002637,ORD004723,PROD0082,2,543.17,40,0
ITEM002638,ORD004723,PROD0226,4,1700.5,10,0
ITEM002639,ORD000819,PROD0496,3,7.14,25,0
ITEM002640,ORD000819,PROD0101,2,379.13,40,0
ITEM002641,ORD000819,PROD0094,1,13.34,5,0
ITEM002642,ORD000819,PROD0117,2,372.33,10,0
ITEM002643,ORD000819,PROD0022,1,124.07,25,0
ITEM002644,ORD001109,PROD0118,1,34.74,50,0
ITEM002645,ORD001109,PROD0141,3,19.45,0,0
ITEM002646,ORD001109,PROD0008,1,286.67,0,0
ITEM002647,ORD004619,PROD0073,4,116.43,10,0
ITEM002648,ORD000682,PROD0486,1,26.06,20,0
ITEM002649,ORD000148,PROD0211,1,87.65,40,0
ITEM002650,ORD000148,PROD0159,2,51.68,0,0
ITEM002651,ORD000148,PROD0013,1,64.8,20,0
ITEM002652,ORD000760,PROD0329,3,925.69,15,0
ITEM002653,ORD000760,PROD0431,1,2150.03,100,0
ITEM002654,ORD001512,PROD0135,1,158.01,30,0
ITEM002655,ORD001512,PROD0315,4,11.18,40,0
ITEM002656,ORD000029,PROD0227,1,54.71,50,0
ITEM002657,ORD000258,PROD0130,1,328.97,25,0
ITEM002658,ORD000258,PROD0034,1,6.57,0,0
ITEM002659,ORD000258,PROD0277,3,912.71,25,0
ITEM002660,ORD000258,PROD0410,2,207.86,10,0
ITEM002661,ORD000258,PROD0089,1,177.16,30,0
ITEM002662,ORD002832,PROD0208,1,470.43,100,0
ITEM002663,ORD002832,PROD0181,1,68.5,0,0
ITEM002664,ORD001832,PROD0135,1,156.14,25,0
ITEM002665,ORD003791,PROD0481,4,101.42,40,0
ITEM002666,ORD003791,PROD0155,1,1132.46,5,0
ITEM002667,ORD003791,PROD0141,1,20.06,40,0
ITEM002668,ORD003791,PROD0101,1,380.98,15,0
ITEM002669,ORD000398,PROD0183,1,262.92,0,0
ITEM002670,ORD000398,PROD0045,2,201.08,0,0
ITEM002671,ORD000398,PROD0200,1,758.13,40,0
ITEM002672,ORD000398,PROD0155,2,1107.45,25,0
ITEM002673,ORD003574,PROD0432,1,293.91,10,0
ITEM002674,ORD003574,PROD0022,1,123.81,0,0
