product_id,product_name,category,subcategory,cost_price
PROD0444,Meridian Casebook Z560,Books,Academic,7.46
PROD0445,Pinegate Wall Mirror S180,Home,Decor,836.28
PROD0446,Arclight Stand Mixer L219,Home,Kitchen,153.4
PROD0447,Zephyr Handset Z862,Electronics,Smartphones,589.67
PROD0448,Waypoint Casebook Z789,Books,Academic,22.81
PROD0449,Arclight Textbook S214,Books,Academic,3.27
PROD0450,Halcyon Phone Z248,Electronics,Smartphones,1019.19
PROD0451,Kestrel Leggings M888,Clothing,Activewear,125.85
PROD0452,Lumen Biography S256,Books,Non-Fiction,14.03
PROD0453,Riverstone Activity Book S401,Books,Children,13.9
PROD0454,Cobalt Novel L968,Books,Fiction,8.1
PROD0455,Halcyon Problem Set Q705,Books,Academic,3.04
PROD0456,Arclight Essays L690,Books,Non-Fiction,30.19
PROD0457,Halcyon Kettle X606,Home,Kitchen,60.95
PROD0458,Orbita Duvet M843,Home,Bedding,414.0
PROD0459,Everline Leggings S701,Clothing,Activewear,24.43
PROD0460,Zephyr Sheet Set L953,Home,Bedding,22.18
PROD0461,Pinegate Pillow Set M807,Home,Bedding,555.15
PROD0462,Orbita Camera Q603,Electronics,Cameras,74.83
PROD0463,Trident Camcorder S314,Electronics,Cameras,1237.84
PROD0464,Waypoint Ultrabook Z262,Electronics,Laptops,200.52
PROD0465,Cobalt Overcoat X732,Clothing,Menswear,115.26
PROD0466,Solace Knit Sweater M903,Clothing,Menswear,56.41
PROD0467,Vantage Cookware Set Z994,Home,Kitchen,511.82
PROD0468,Meridian Ultrabook X208,Electronics,Laptops,1193.19
PROD0469,Orbita Smartwatch Z220,Electronics,Wearables,61.25
PROD0470,Meridian Ankle Boots Q610,Clothing,Footwear,10.93
PROD0471,Vantage Handset X968,Electronics,Smartphones,574.32
PROD0472,Riverstone Training Tee L449,Clothing,Activewear,168.72
PROD0473,Cobalt Desk M744,Home,Furniture,15.94
PROD0474,Riverstone Cardigan S921,Clothing,Womenswear,100.2
PROD0475,Everline Activity Book Z470,Books,Children,50.22
PROD0476,Everline Camera X186,Electronics,Cameras,79.32
PROD0477,Cobalt Wall Mirror X502,Home,Decor,131.37
PROD0478,Everline Phone M529,Electronics,Smartphones,1129.3
PROD0479,Waypoint Problem Set X946,Books,Academic,30.8
PROD0480,Pinegate Dining Table Q739,Home,Furniture,417.54
PROD0481,Zephyr Casebook S408,Books,Academic,46.86
PROD0482,Vantage Ultrabook Q653,Electronics,Laptops,401.84
PROD0483,Everline Desk M875,Home,Furniture,16.76
PROD0484,Riverstone Overcoat M843,Clothing,Menswear,8.07
PROD0485,Solace Short Stories Z619,Books,Fiction,31.69
PROD0486,Meridian Stand Mixer M686,Home,Kitchen,13.1
PROD0487,Foxglove Camera Q339,Electronics,Cameras,184.02
PROD0488,Zephyr Wall Mirror Q855,Home,Decor,67.91
PROD0489,Waypoint Chinos L200,Clothing,Menswear,22.79
PROD0490,Kestrel Training Tee X535,Clothing,Activewear,121.68
PROD0491,Waypoint Training Tee Z638,Clothing,Activewear,13.83
PROD0492,Halcyon Early Reader Z533,Books,Children,45.17
PROD0493,Orbita Activity Book S617,Books,Children,31.67
PROD0494,Everline Leggings Q220,Clothing,Activewear,89.25
PROD0495,Foxglove Leggings M221,Clothing,Activewear,41.18
PROD0496,Trident Anthology X635,Books,Fiction,3.55
PROD0497,Trident Overcoat M597,Clothing,Menswear,27.47
PROD0498,Cobalt Smartphone X412,Electronics,Smartphones,78.33
PROD0499,Arclight Dining Table X660,Home,Furniture,33.19
PROD0500,Halcyon Kettle Q417,Home,Kitchen,666.37
