order_id,customer_id,order_date,status,region_code
ORD004206,CUST00704,2025-07-31 22:54:08,DELIVERED,EAST
ORD001266,CUST00204,2025-08-01 05:44:51,DELIVERED,NORTH
ORD000767,CUST00126,2025-08-01 07:16:48,DELIVERED,SOUTH
ORD001273,CUST00204,2025-08-01 16:21:42,PLACED,NORTH
ORD003990,CUST00668,2025-08-02 00:00:00,SHIPPED,CENTRAL
ORD000596,CUST00102,2025-08-02 13:10:50,DELIVERED,WEST
ORD000544,CUST00088,2025-08-02 16:56:45,DELIVERED,SOUTH
ORD001537,CUST00255,2025-08-03 06:05:26,PLACED,NORTH
ORD001818,CUST00301,2025-08-03 10:55:58,PLACED,CENTRAL
ORD001283,CUST00206,2025-08-03 11:40:29,DELIVERED,NORTH
ORD002023,CUST00335,2025-08-03 13:13:12,DELIVERED,NORTH
ORD002141,CUST00353,2025-08-03 15:28:32,DELIVERED,CENTRAL
ORD001269,,2025-08-03 18:46:20,DELIVERED,NORTH
ORD001113,CUST00181,2025-08-04 05:04:07,RETURNED,WEST
ORD000278,CUST00047,2025-08-04 12:19:44,SHIPPED,EAST
ORD000777,CUST00128,2025-08-04 14:37:17,CANCELLED,NORTH
ORD003570,CUST00599,2025-08-04 15:34:02,DELIVERED,WEST
ORD004621,CUST00775,2025-08-04 18:44:22,DELIVERED,NORTH
ORD002740,CUST00452,2025-08-04 21:41:42,DELIVERED,NORTH
ORD003792,CUST00632,2025-08-05 01:36:10,DELIVERED,WEST
ORD004409,CUST00739,2025-08-05 09:47:47,SHIPPED,WEST
ORD000134,CUST00021,2025-08-05 13:21:36,RETURNED,CENTRAL
ORD004377,,2025-08-05 00:00:00,SHIPPED,SOUTH
ORD003241,CUST00545,2025-08-06 04:34:00,DELIVERED,NORTH
ORD001753,,2025-08-06 11:15:39,DELIVERED,SOUTH
ORD004068,CUST00680,2025-08-06 16:04:56,PLACED,EAST
ORD000581,CUST00099,2025-08-06 17:41:09,CANCELLED,CENTRAL
ORD003761,CUST00625,2025-08-06 19:37:59,DELIVERED,EAST
ORD001229,CUST00199,2025-08-06 21:06:22,SHIPPED,CENTRAL
ORD004285,CUST00718,2025-08-07 14:09:30,CANCELLED,NORTH
ORD001890,CUST00314,2025-08-07 18:25:34,DELIVERED,CENTRAL
ORD001782,,2025-08-07 19:02:27,DELIVERED,NORTH
ORD000085,CUST00014,2025-08-07 19:36:21,SHIPPED,EAST
ORD001896,CUST00315,2025-08-07 19:52:54,DELIVERED,WEST
ORD001032,CUST00170,2025-08-08 06:37:13,SHIPPED,EAST
ORD000520,CUST00086,2025-08-08 06:51:08,DELIVERED,CENTRAL
ORD000035,CUST00009,2025-08-08 09:20:21,DELIVERED,CENTRAL
ORD004017,CUST00672,2025-08-08 11:05:30,SHIPPED,NORTH
ORD000640,CUST00108,2025-08-08 12:00:29,PLACED,WEST
ORD002693,CUST00446,2025-08-08 13:28:26,DELIVERED,EAST
ORD003626,CUST00607,2025-08-08 15:53:14,DELIVERED,WEST
ORD002782,CUST00463,2025-08-08 15:57:53,SHIPPED,CENTRAL
ORD003997,CUST00668,2025-08-08 18:23:46,DELIVERED,CENTRAL
ORD004079,CUST00682,2025-08-08 21:26:38,DELIVERED,CENTRAL
ORD003959,CUST00665,2025-08-09 07:28:06,CANCELLED,CENTRAL
ORD003603,CUST00604,2025-08-09 09:51:46,DELIVERED,NORTH
ORD001368,CUST00226,2025-08-09 16:57:30,PLACED,CENTRAL
ORD003621,,2025-08-09 00:00:00,DELIVERED,WEST
ORD001961,CUST00325,2025-08-09 00:00:00,DELIVERED,EAST
ORD001147,CUST00184,2025-08-10 04:45:35,SHIPPED,NORTH
ORD001160,CUST00186,2025-08-10 14:05:46,SHIPPED,WEST
ORD002650,CUST00438,2025-08-10 00:00:00,DELIVERED,EAST
ORD004610,CUST00774,2025-08-10 17:29:46,PLACED,NORTH
ORD001950,CUST00323,2025-08-10 20:25:28,DELIVERED,EAST
ORD000438,CUST00067,2025-08-11 00:53:52,DELIVERED,EAST
ORD001395,CUST00230,2025-08-11 23:21:05,DELIVERED,WEST
ORD001847,CUST00307,2025-08-12 08:34:26,CANCELLED,EAST
ORD003859,CUST00643,2025-08-12 13:29:20,DELIVERED,NORTH
ORD002769,CUST00461,2025-08-12 13:51:50,DELIVERED,EAST
ORD000200,CUST00032,2025-08-12 15:09:35,PLACED,NORTH
ORD004758,CUST00800,2025-08-12 17:45:07,RETURNED,NORTH
ORD003262,CUST00550,2025-08-12 22:25:26,DELIVERED,WEST
ORD004249,CUST00709,2025-08-12 23:05:35,DELIVERED,CENTRAL
ORD000030,CUST00009,2025-08-13 02:47:34,SHIPPED,CENTRAL
ORD001317,CUST00211,2025-08-13 07:59:50,RETURNED,NORTH
ORD000703,CUST00119,2025-08-13 09:27:58,DELIVERED,CENTRAL
ORD000332,,2025-08-13 14:03:27,DELIVERED,NORTH
ORD000845,CUST00140,2025-08-13 14:07:10,DELIVERED,WEST
ORD003705,CUST00615,2025-08-13 14:38:14,RETURNED,NORTH
ORD003934,CUST00661,2025-08-13 14:41:01,DELIVERED,EAST
ORD004451,CUST00746,2025-08-13 16:09:03,DELIVERED,SOUTH
ORD002506,CUST00418,2025-08-14 00:42:20,DELIVERED,WEST
ORD002235,CUST00365,2025-08-14 11:34:32,CANCELLED,EAST
ORD002616,CUST00433,2025-08-14 13:40:12,DELIVERED,CENTRAL
ORD004553,CUST00766,2025-08-14 17:41:48,DELIVERED,WEST
ORD001153,CUST00185,2025-08-15 09:09:43,DELIVERED,CENTRAL
ORD000555,CUST00091,2025-08-15 14:24:18,SHIPPED,WEST
ORD000091,CUST00015,2025-08-16 08:28:12,SHIPPED,WEST
ORD003175,CUST00538,2025-08-16 09:49:37,SHIPPED,EAST
ORD004132,CUST00691,2025-08-16 11:56:56,DELIVERED,SOUTH
ORD004642,CUST00780,2025-08-16 12:01:53,PLACED,SOUTH
ORD002143,CUST00353,2025-08-16 14:26:30,DELIVERED,CENTRAL
ORD004250,CUST00709,2025-08-16 14:47:28,PLACED,CENTRAL
ORD001663,CUST00271,2025-08-16 21:24:35,PLACED,SOUTH
ORD000818,CUST00135,2025-08-16 23:53:34,DELIVERED,EAST
ORD001331,CUST00216,2025-08-17 04:23:04,DELIVERED,WEST
ORD001746,CUST00283,2025-08-17 11:48:15,DELIVERED,WEST
ORD004363,CUST00732,2025-08-17 13:26:35,DELIVERED,NORTH
ORD002552,CUST00423,2025-08-17 18:55:57,CANCELLED,WEST
ORD001379,CUST00228,2025-08-17 19:41:12,RETURNED,SOUTH
ORD004635,CUST00777,2025-08-17 19:54:05,DELIVERED,EAST
ORD002849,CUST00476,2025-08-17 20:39:02,PLACED,SOUTH
ORD004464,CUST00748,2025-08-17 22:31:09,DELIVERED,WEST
ORD004502,CUST00755,2025-08-18 09:16:37,PLACED,WEST
ORD001029,CUST00170,2025-08-18 09:37:48,SHIPPED,EAST
ORD000851,CUST00141,2025-08-18 18:45:23,DELIVERED,NORTH
ORD003702,CUST00614,2025-08-19 00:40:23,DELIVERED,NORTH
ORD003781,CUST00629,2025-08-19 08:21:24,PLACED,SOUTH
ORD000400,CUST00061,2025-08-19 10:56:11,PLACED,SOUTH
ORD001407,CUST00230,2025-08-19 14:53:10,DELIVERED,WEST
ORD001150,CUST00185,2025-08-19 16:25:37,DELIVERED,CENTRAL
ORD001727,CUST00280,2025-08-19 17:33:18,DELIVERED,SOUTH
ORD001063,CUST00176,2025-08-19 19:37:19,SHIPPED,CENTRAL
ORD003713,CUST00615,2025-08-19 19:41:58,DELIVERED,NORTH
ORD001073,CUST00178,2025-08-19 22:55:51,DELIVERED,CENTRAL
ORD003332,CUST00559,2025-08-19 23:45:07,SHIPPED,NORTH
ORD003896,CUST00654,2025-08-20 02:39:46,SHIPPED,WEST
ORD004287,CUST00718,2025-08-20 09:05:21,CANCELLED,NORTH
ORD001658,CUST00271,2025-08-20 12:27:03,RETURNED,SOUTH
ORD001963,CUST00325,2025-08-20 19:39:18,DELIVERED,EAST
ORD003180,CUST00539,2025-08-21 05:48:28,CANCELLED,NORTH
ORD004220,CUST00705,2025-08-21 10:18:13,SHIPPED,NORTH
ORD000677,CUST00114,2025-08-21 10:28:43,DELIVERED,WEST
ORD004088,CUST00683,2025-08-21 16:04:19,DELIVERED,NORTH
ORD004005,CUST00669,2025-08-21 16:44:44,SHIPPED,EAST
ORD004487,CUST00753,2025-08-21 20:47:05,DELIVERED,EAST
ORD003303,CUST00554,2025-08-21 22:09:44,DELIVERED,NORTH
ORD000031,CUST00009,2025-08-22 05:44:07,CANCELLED,CENTRAL
ORD002807,CUST00467,2025-08-22 07:46:27,DELIVERED,SOUTH
ORD004430,CUST00744,2025-08-22 11:45:49,PLACED,EAST
ORD000391,CUST00059,2025-08-22 11:45:56,DELIVERED,NORTH
ORD004575,CUST00770,2025-08-22 18:04:27,CANCELLED,NORTH
ORD004718,CUST00795,2025-08-23 05:48:04,DELIVERED,EAST
ORD002642,CUST00438,2025-08-23 07:20:59,CANCELLED,EAST
ORD003931,CUST00661,2025-08-23 15:03:39,PLACED,EAST
ORD002622,CUST00434,2025-08-23 15:22:06,SHIPPED,NORTH
ORD002987,CUST00507,2025-08-23 17:29:07,CANCELLED,WEST
ORD001088,,2025-08-23 00:00:00,RETURNED,CENTRAL
ORD001919,CUST00316,2025-08-23 19:20:03,DELIVERED,EAST
ORD004221,CUST00705,2025-08-24 12:49:38,DELIVERED,NORTH
ORD000453,CUST00069,2025-08-24 16:02:15,DELIVERED,EAST
ORD000678,CUST00114,2025-08-24 17:27:52,DELIVERED,WEST
ORD002853,CUST00476,2025-08-24 19:41:04,DELIVERED,SOUTH
ORD002447,CUST00404,2025-08-25 12:36:30,RETURNED,WEST
ORD000269,CUST00046,2025-08-25 17:35:25,DELIVERED,WEST
ORD001416,CUST00232,2025-08-26 09:01:19,DELIVERED,SOUTH
ORD002409,CUST00398,2025-08-26 09:45:12,DELIVERED,CENTRAL
ORD003200,CUST00541,2025-08-26 10:52:10,SHIPPED,SOUTH
ORD003520,CUST00587,2025-08-26 13:09:37,DELIVERED,NORTH
ORD000436,CUST00067,2025-08-26 16:04:30,CANCELLED,EAST
ORD000600,CUST00102,2025-08-26 16:10:11,DELIVERED,WEST
ORD000273,CUST00046,2025-08-26 17:00:23,PLACED,WEST
ORD001831,,2025-08-26 20:54:02,PLACED,EAST
ORD001653,CUST00269,2025-08-27 12:40:50,DELIVERED,EAST
ORD003964,CUST00665,2025-08-27 14:02:03,CANCELLED,CENTRAL
ORD002002,CUST00332,2025-08-27 14:40:40,DELIVERED,NORTH
ORD004053,CUST00676,2025-08-27 15:43:28,DELIVERED,EAST
ORD003567,CUST00599,2025-08-27 17:58:15,DELIVERED,WEST
ORD004717,CUST00795,2025-08-28 04:02:14,DELIVERED,EAST
ORD000859,CUST00145,2025-08-28 04:09:06,PLACED,EAST
ORD001750,CUST00284,2025-08-28 09:13:13,DELIVERED,SOUTH
ORD004667,CUST00786,2025-08-28 12:57:05,DELIVERED,EAST
ORD002863,CUST00477,2025-08-28 13:09:34,DELIVERED,SOUTH
ORD001166,CUST00186,2025-08-28 15:14:37,DELIVERED,WEST
ORD004064,CUST00678,2025-08-28 20:53:35,SHIPPED,CENTRAL
ORD000043,CUST00010,2025-08-29 07:23:59,DELIVERED,WEST
ORD003917,CUST00657,2025-08-29 08:33:09,DELIVERED,SOUTH
ORD000044,CUST00010,2025-08-29 09:01:48,DELIVERED,WEST
ORD003633,CUST00607,2025-08-30 09:54:37,SHIPPED,WEST
ORD000756,CUST00125,2025-08-30 10:53:36,DELIVERED,SOUTH
ORD000325,CUST00051,2025-08-30 14:31:51,CANCELLED,EAST
ORD000223,CUST00035,2025-08-30 17:10:11,DELIVERED,CENTRAL
ORD000415,CUST00063,2025-08-31 06:18:22,DELIVERED,SOUTH
ORD004670,CUST00787,2025-08-31 12:22:27,DELIVERED,WEST
ORD001887,CUST00314,2025-09-01 00:30:51,DELIVERED,CENTRAL
ORD000333,CUST00053,2025-09-01 11:07:21,CANCELLED,NORTH
ORD004245,CUST00708,2025-09-01 19:02:16,DELIVERED,CENTRAL
ORD003354,CUST00563,2025-09-01 19:37:02,SHIPPED,NORTH
ORD003432,CUST00574,2025-09-01 20:06:08,DELIVERED,WEST
ORD002732,CUST00452,2025-09-01 21:19:16,DELIVERED,NORTH
ORD003533,CUST00588,2025-09-01 23:34:13,DELIVERED,CENTRAL
ORD003458,CUST00577,2025-09-02 10:03:22,DELIVERED,CENTRAL
ORD004324,CUST00725,2025-09-02 11:44:58,RETURNED,CENTRAL
ORD003880,CUST00648,2025-09-02 12:35:51,SHIPPED,NORTH
ORD004388,CUST00735,2025-09-02 14:41:21,SHIPPED,SOUTH
ORD000996,CUST00167,2025-09-02 17:38:41,RETURNED,EAST
ORD004457,CUST00747,2025-09-02 20:07:11,DELIVERED,EAST
ORD000641,CUST00109,2025-09-03 03:53:41,DELIVERED,WEST
ORD003755,CUST00622,2025-09-03 10:29:49,CANCELLED,SOUTH
ORD002344,CUST00383,2025-09-03 16:00:57,DELIVERED,SOUTH
ORD002646,CUST00438,2025-09-03 16:11:02,DELIVERED,EAST
ORD001136,CUST00183,2025-09-03 19:19:28,DELIVERED,SOUTH
ORD001637,CUST00269,2025-09-04 11:25:12,DELIVERED,EAST
ORD003765,CUST00625,2025-09-04 16:18:22,DELIVERED,EAST
ORD001409,CUST00231,2025-09-04 18:16:21,DELIVERED,NORTH
ORD001371,CUST00227,2025-09-04 19:15:31,SHIPPED,CENTRAL
ORD002299,CUST00375,2025-09-04 19:23:31,CANCELLED,NORTH
ORD003958,CUST00665,2025-09-05 01:04:58,PLACED,CENTRAL
ORD000602,,2025-09-05 01:16:56,DELIVERED,WEST
ORD004467,CUST00748,2025-09-05 02:56:52,SHIPPED,WEST
ORD003239,CUST00545,2025-09-05 14:42:37,RETURNED,NORTH
ORD000312,CUST00049,2025-09-05 15:51:31,DELIVERED,NORTH
ORD004167,CUST00700,2025-09-05 19:40:52,DELIVERED,SOUTH
ORD000656,CUST00110,2025-09-05 22:31:23,SHIPPED,NORTH
ORD003856,CUST00643,2025-09-06 04:25:24,CANCELLED,NORTH
ORD004050,CUST00676,2025-09-06 06:35:15,DELIVERED,EAST
ORD003478,CUST00582,2025-09-06 11:33:38,RETURNED,NORTH
ORD003116,CUST00528,2025-09-06 14:28:31,CANCELLED,SOUTH
ORD003954,CUST00665,2025-09-06 00:00:00,DELIVERED,CENTRAL
ORD004278,CUST00716,2025-09-06 18:11:13,DELIVERED,NORTH
ORD000961,CUST00162,2025-09-06 18:42:08,DELIVERED,NORTH
ORD002369,CUST00389,2025-09-06 19:04:31,DELIVERED,WEST
ORD001318,CUST00211,2025-09-06 22:20:18,PLACED,NORTH
ORD001858,CUST00309,2025-09-06 23:53:16,DELIVERED,CENTRAL
ORD003234,CUST00544,2025-09-07 01:40:34,DELIVERED,SOUTH
ORD002576,CUST00427,2025-09-07 10:20:25,DELIVERED,EAST
ORD002323,CUST00381,2025-09-07 11:09:22,PLACED,NORTH
ORD001651,CUST00269,2025-09-07 00:00:00,DELIVERED,EAST
ORD000522,CUST00086,2025-09-07 19:10:20,DELIVERED,CENTRAL
ORD004634,CUST00777,2025-09-08 10:05:37,SHIPPED,EAST
ORD000782,,2025-09-08 12:17:36,CANCELLED,NORTH
ORD002139,CUST00353,2025-09-08 14:10:48,DELIVERED,CENTRAL
ORD001798,CUST00299,2025-09-08 14:20:23,SHIPPED,NORTH
ORD001945,CUST00323,2025-09-08 16:19:56,SHIPPED,EAST
ORD000281,CUST00047,2025-09-08 16:28:23,DELIVERED,EAST
ORD003141,CUST00533,2025-09-08 19:03:37,DELIVERED,SOUTH
ORD001529,CUST00255,2025-09-08 21:22:53,DELIVERED,NORTH
ORD001522,CUST00254,2025-09-09 03:27:40,RETURNED,WEST
ORD004262,CUST00710,2025-09-09 11:13:56,DELIVERED,SOUTH
ORD002541,CUST00423,2025-09-09 11:14:30,DELIVERED,WEST
ORD002234,CUST00365,2025-09-09 11:40:12,DELIVERED,EAST
ORD001285,CUST00206,2025-09-09 16:11:24,RETURNED,NORTH
ORD001376,CUST00228,2025-09-10 09:00:20,DELIVERED,SOUTH
ORD002448,CUST00404,2025-09-10 12:59:46,SHIPPED,WEST
ORD000541,CUST00088,2025-09-10 13:05:22,PLACED,SOUTH
ORD001075,CUST00178,2025-09-10 15:35:49,DELIVERED,CENTRAL
ORD000093,CUST00016,2025-09-10 17:21:54,DELIVERED,EAST
ORD000864,CUST00145,2025-09-11 05:51:39,DELIVERED,EAST
ORD000434,CUST00067,2025-09-11 07:44:45,DELIVERED,EAST
ORD001958,CUST00324,2025-09-11 11:44:17,CANCELLED,WEST
ORD000852,CUST00141,2025-09-11 13:13:59,DELIVERED,NORTH
ORD004661,CUST00785,2025-09-11 17:35:07,SHIPPED,NORTH
ORD000624,CUST00105,2025-09-11 19:07:03,DELIVERED,WEST
ORD001984,CUST00328,2025-09-11 22:09:44,CANCELLED,SOUTH
ORD001638,CUST00269,2025-09-12 02:54:51,DELIVERED,EAST
ORD001783,CUST00290,2025-09-12 08:50:14,SHIPPED,NORTH
ORD001044,CUST00170,2025-09-12 09:32:19,DELIVERED,EAST
ORD003131,CUST00531,2025-09-12 10:13:55,PLACED,CENTRAL
ORD003707,CUST00615,2025-09-12 12:22:42,CANCELLED,NORTH
ORD002339,,2025-09-12 13:32:24,DELIVERED,SOUTH
ORD004107,CUST00688,2025-09-12 15:28:39,SHIPPED,EAST
ORD003853,CUST00641,2025-09-12 18:33:45,SHIPPED,NORTH
ORD003006,CUST00509,2025-09-12 20:10:18,CANCELLED,SOUTH
ORD004445,CUST00745,2025-09-12 23:48:20,DELIVERED,EAST
ORD002858,CUST00477,2025-09-12 23:53:19,PLACED,SOUTH
ORD003049,CUST00517,2025-09-13 11:10:27,CANCELLED,WEST
ORD000732,CUST00122,2025-09-13 11:25:02,SHIPPED,NORTH
ORD001756,CUST00284,2025-09-13 16:44:46,DELIVERED,SOUTH
ORD000607,CUST00103,2025-09-13 18:21:28,DELIVERED,NORTH
ORD000620,CUST00105,2025-09-14 07:00:31,CANCELLED,WEST
ORD002757,CUST00460,2025-09-14 07:50:54,DELIVERED,WEST
ORD003620,,2025-09-14 08:19:11,DELIVERED,WEST
ORD002701,CUST00447,2025-09-14 11:14:38,DELIVERED,NORTH
ORD001468,CUST00246,2025-09-14 14:45:54,DELIVERED,NORTH
ORD003046,CUST00516,2025-09-14 15:28:27,RETURNED,CENTRAL
ORD003849,CUST00640,2025-09-14 15:53:03,DELIVERED,CENTRAL
ORD001728,CUST00280,2025-09-14 00:00:00,DELIVERED,SOUTH
ORD003668,CUST00610,2025-09-15 10:17:13,DELIVERED,SOUTH
ORD001706,CUST00278,2025-09-15 11:11:41,CANCELLED,NORTH
ORD004723,CUST00797,2025-09-15 13:18:42,PLACED,NORTH
ORD000819,CUST00135,2025-09-16 10:10:58,DELIVERED,EAST
ORD001109,CUST00181,2025-09-16 15:01:50,DELIVERED,WEST
ORD004619,CUST00775,2025-09-16 15:19:14,SHIPPED,NORTH
ORD000682,CUST00116,2025-09-16 19:36:52,DELIVERED,CENTRAL
ORD000148,CUST00023,2025-09-17 12:52:51,CANCELLED,CENTRAL
ORD000760,CUST00125,2025-09-17 14:04:58,DELIVERED,SOUTH
ORD001512,,2025-09-17 18:44:18,DELIVERED,EAST
ORD000029,CUST00009,2025-09-17 19:13:37,CANCELLED,CENTRAL
ORD000258,CUST00041,2025-09-17 19:27:20,PLACED,CENTRAL
ORD002832,CUST00472,2025-09-17 00:00:00,SHIPPED,CENTRAL
ORD001832,CUST00303,2025-09-17 21:39:48,DELIVERED,EAST
ORD003791,CUST00631,2025-09-18 00:00:00,DELIVERED,EAST
ORD000398,CUST00060,2025-09-18 08:30:05,DELIVERED,CENTRAL
ORD003574,CUST00600,2025-09-18 10:01:39,DELIVERED,WEST
ORD002988,,2025-09-18 12:35:44,DELIVERED,WEST
ORD004094,CUST00685,2025-09-18 12:36:24,SHIPPED,SOUTH
ORD004239,CUST00708,2025-09-18 15:17:47,DELIVERED,CENTRAL
ORD004274,CUST00714,2025-09-18 16:44:07,DELIVERED,NORTH
ORD000892,CUST00149,2025-09-19 10:35:22,DELIVERED,WEST
ORD003183,CUST00539,2025-09-19 14:51:57,RETURNED,NORTH
ORD000322,CUST00051,2025-09-19 16:05:19,DELIVERED,EAST
ORD004130,CUST00691,2025-09-20 15:09:09,CANCELLED,SOUTH
ORD002490,CUST00415,2025-09-20 15:50:07,PLACED,NORTH
ORD003855,CUST00643,2025-09-20 16:03:18,DELIVERED,NORTH
ORD000234,CUST00037,2025-09-20 19:23:42,DELIVERED,NORTH
ORD002426,CUST00401,2025-09-20 23:43:19,SHIPPED,NORTH
ORD000437,CUST00067,2025-09-21 01:23:09,DELIVERED,EAST
ORD001535,CUST00255,2025-09-21 06:15:42,DELIVERED,NORTH
ORD002327,CUST00382,2025-09-21 12:17:34,DELIVERED,WEST
ORD002236,CUST00365,2025-09-21 15:14:21,CANCELLED,EAST
ORD004679,CUST00790,2025-09-21 16:08:23,RETURNED,EAST
ORD001672,CUST00271,2025-09-21 22:07:48,DELIVERED,SOUTH
ORD002401,CUST00398,2025-09-22 03:05:17,DELIVERED,CENTRAL
ORD002223,CUST00365,2025-09-22 00:00:00,DELIVERED,EAST
ORD001915,CUST00315,2025-09-22 07:48:27,DELIVERED,WEST
ORD004488,CUST00753,2025-09-22 08:34:15,DELIVERED,EAST
ORD003760,,2025-09-22 22:25:38,DELIVERED,SOUTH
ORD002984,CUST00506,2025-09-23 09:33:10,PLACED,SOUTH
ORD000645,CUST00110,2025-09-23 09:43:40,CANCELLED,NORTH
ORD000354,CUST00056,2025-09-23 10:05:48,DELIVERED,WEST
ORD001092,CUST00179,2025-09-23 13:47:54,PLACED,NORTH
ORD003743,CUST00620,2025-09-23 19:35:20,RETURNED,CENTRAL
ORD004454,CUST00746,2025-09-24 14:57:17,CANCELLED,SOUTH
ORD002191,CUST00359,2025-09-24 15:24:31,DELIVERED,NORTH
ORD001718,CUST00279,2025-09-24 17:43:25,DELIVERED,CENTRAL
ORD004485,CUST00752,2025-09-24 20:20:54,DELIVERED,EAST
ORD004504,CUST00755,2025-09-24 23:21:07,PLACED,WEST
ORD001026,CUST00170,2025-09-25 09:45:29,DELIVERED,EAST
ORD003134,CUST00532,2025-09-25 11:50:42,CANCELLED,SOUTH
ORD001659,CUST00271,2025-09-25 14:57:34,CANCELLED,SOUTH
ORD003940,CUST00661,2025-09-25 16:47:15,DELIVERED,EAST
ORD003133,CUST00532,2025-09-25 19:00:48,DELIVERED,SOUTH
ORD003635,CUST00607,2025-09-25 21:25:27,PLACED,WEST
ORD002852,CUST00476,2025-09-26 00:00:00,DELIVERED,SOUTH
ORD002456,CUST00406,2025-09-26 08:07:59,PLACED,CENTRAL
ORD000629,CUST00106,2025-09-26 18:40:24,DELIVERED,EAST
ORD002449,CUST00405,2025-09-26 20:08:05,DELIVERED,NORTH
ORD002827,,2025-09-27 12:16:02,RETURNED,EAST
ORD000313,,2025-09-27 17:55:18,DELIVERED,NORTH
ORD000323,CUST00051,2025-09-27 19:40:05,DELIVERED,EAST
ORD004538,CUST00763,2025-09-27 00:00:00,RETURNED,NORTH
ORD002508,CUST00418,2025-09-28 08:56:42,DELIVERED,WEST
ORD001025,CUST00170,2025-09-28 09:51:47,DELIVERED,EAST
ORD003625,,2025-09-28 16:35:40,SHIPPED,WEST
ORD000610,CUST00103,2025-09-28 20:49:42,CANCELLED,NORTH
ORD003505,CUST00586,2025-09-28 23:56:55,DELIVERED,CENTRAL
ORD002723,,2025-09-29 03:13:02,SHIPPED,WEST
ORD004645,CUST00781,2025-09-29 08:55:49,DELIVERED,WEST
ORD000404,CUST00061,2025-09-29 12:01:07,CANCELLED,SOUTH
ORD001205,CUST00193,2025-09-29 13:28:31,SHIPPED,CENTRAL
ORD004448,CUST00746,2025-09-29 14:51:49,SHIPPED,SOUTH
ORD001169,CUST00187,2025-09-29 15:07:48,DELIVERED,WEST
ORD002903,CUST00487,2025-09-29 18:00:03,DELIVERED,EAST
ORD002345,CUST00383,2025-09-30 08:57:20,PLACED,SOUTH
ORD001974,CUST00327,2025-09-30 09:12:19,SHIPPED,CENTRAL
ORD000531,CUST00086,2025-09-30 10:11:05,DELIVERED,CENTRAL
ORD002382,CUST00393,2025-09-30 12:51:56,DELIVERED,CENTRAL
ORD001142,CUST00184,2025-09-30 16:40:40,CANCELLED,NORTH
ORD003414,CUST00572,2025-09-30 18:21:39,DELIVERED,SOUTH
ORD002710,CUST00447,2025-09-30 18:51:32,CANCELLED,NORTH
ORD000764,CUST00126,2025-10-01 11:07:05,DELIVERED,SOUTH
ORD003479,CUST00582,2025-10-01 11:17:39,CANCELLED,NORTH
ORD004345,CUST00729,2025-10-01 15:25:17,DELIVERED,SOUTH
ORD003842,CUST00639,2025-10-01 00:00:00,DELIVERED,EAST
ORD004698,CUST00792,2025-10-02 06:33:54,SHIPPED,EAST
ORD002655,CUST00439,2025-10-02 06:37:07,DELIVERED,NORTH
ORD000648,CUST00110,2025-10-02 15:07:33,DELIVERED,NORTH
ORD003900,CUST00654,2025-10-02 16:23:12,PLACED,WEST
ORD002607,CUST00431,2025-10-03 03:23:03,DELIVERED,SOUTH
ORD003435,CUST00574,2025-10-03 14:21:14,DELIVERED,WEST
ORD001879,CUST00313,2025-10-03 16:38:58,DELIVERED,SOUTH
ORD000018,CUST00007,2025-10-03 22:57:07,DELIVERED,EAST
ORD002851,CUST00476,2025-10-04 04:03:45,SHIPPED,SOUTH
ORD001839,CUST00307,2025-10-04 08:03:04,DELIVERED,EAST
ORD001131,CUST00183,2025-10-04 10:51:55,DELIVERED,SOUTH
ORD001410,CUST00231,2025-10-04 12:41:18,DELIVERED,NORTH
ORD004515,,2025-10-04 14:22:47,DELIVERED,SOUTH
ORD004387,CUST00735,2025-10-04 15:11:33,PLACED,SOUTH
ORD003439,CUST00575,2025-10-04 17:47:32,SHIPPED,SOUTH
ORD003196,CUST00541,2025-10-04 18:39:01,PLACED,SOUTH
ORD000595,CUST00102,2025-10-05 06:46:52,CANCELLED,WEST
ORD001321,CUST00211,2025-10-05 09:17:33,CANCELLED,NORTH
ORD002700,CUST00447,2025-10-05 10:32:37,SHIPPED,NORTH
ORD004385,CUST00735,2025-10-05 10:50:19,SHIPPED,SOUTH
ORD003347,CUST00562,2025-10-05 11:00:08,PLACED,NORTH
ORD002100,CUST00346,2025-10-05 11:03:52,CANCELLED,NORTH
ORD004432,,2025-10-05 14:01:12,PLACED,EAST
ORD002842,CUST00474,2025-10-05 14:13:35,DELIVERED,CENTRAL
ORD001807,CUST00301,2025-10-05 14:24:45,PLACED,CENTRAL
ORD002210,CUST00363,2025-10-05 14:33:40,DELIVERED,WEST
ORD001163,CUST00186,2025-10-05 19:46:17,CANCELLED,WEST
ORD001206,CUST00193,2025-10-05 22:10:01,DELIVERED,CENTRAL
ORD002630,CUST00436,2025-10-06 10:28:56,CANCELLED,SOUTH
ORD001367,CUST00226,2025-10-06 12:13:20,SHIPPED,CENTRAL
ORD004690,CUST00792,2025-10-06 12:24:09,DELIVERED,EAST
ORD003541,CUST00592,2025-10-06 19:27:46,CANCELLED,WEST
ORD003151,CUST00534,2025-10-07 00:36:20,DELIVERED,WEST
ORD001159,CUST00185,2025-10-07 07:29:27,SHIPPED,CENTRAL
ORD002545,CUST00423,2025-10-07 09:13:03,SHIPPED,WEST
ORD000430,CUST00066,2025-10-07 11:13:54,DELIVERED,WEST
ORD003466,CUST00578,2025-10-07 14:26:03,DELIVERED,CENTRAL
ORD001408,CUST00231,2025-10-07 14:32:24,DELIVERED,NORTH
