region_code,order_date,daily_revenue,running_total
EAST,2026-01-26,1473.8,367016.94
EAST,2026-01-28,2518.4,369535.34
EAST,2026-01-29,4155.26,373690.6
EAST,2026-01-30,4465.15,378155.75
EAST,2026-02-01,3728.51,381884.26
EAST,2026-02-02,6578.36,388462.62
EAST,2026-02-03,7660.81,396123.43
EAST,2026-02-04,2493.13,398616.56
EAST,2026-02-05,227.55,398844.11
EAST,2026-02-06,2176.09,401020.2
EAST,2026-02-07,1034.89,402055.09
EAST,2026-02-08,4936.06,406991.15
EAST,2026-02-10,123.39,407114.54
EAST,2026-02-11,6583.47,413698.01
EAST,2026-02-12,4249.33,417947.34
EAST,2026-02-13,260.66,418208.0
EAST,2026-02-15,5598.35,423806.35
EAST,2026-02-17,20.15,423826.5
EAST,2026-02-18,968.21,424794.71
EAST,2026-02-19,2427.42,427222.13
EAST,2026-02-20,616.09,427838.22
EAST,2026-02-21,10808.15,438646.37
EAST,2026-02-22,2347.74,440994.11
EAST,2026-02-23,1874.83,442868.94
EAST,2026-02-24,2063.12,444932.06
EAST,2026-02-25,3581.45,448513.51
EAST,2026-02-26,300.61,448814.12
EAST,2026-02-27,2444.7,451258.82
EAST,2026-02-28,1916.2,453175.02
EAST,2026-03-01,5202.45,458377.47
EAST,2026-03-02,497.03,458874.5
EAST,2026-03-03,4482.09,463356.59
EAST,2026-03-04,699.0,464055.59
EAST,2026-03-05,486.13,464541.72
EAST,2026-03-06,10281.59,474823.31
EAST,2026-03-07,2760.08,477583.39
EAST,2026-03-08,9670.98,487254.37
EAST,2026-03-09,2547.76,489802.13
EAST,2026-03-10,1956.57,491758.7
EAST,2026-03-11,3525.95,495284.65
EAST,2026-03-12,9.68,495294.33
EAST,2026-03-13,121.74,495416.07
EAST,2026-03-14,410.29,495826.36
EAST,2026-03-15,474.96,496301.32
EAST,2026-03-16,2281.73,498583.05
EAST,2026-03-17,1599.32,500182.37
EAST,2026-03-18,2817.4,502999.77
EAST,2026-03-19,298.71,503298.48
EAST,2026-03-20,7539.43,510837.91
EAST,2026-03-21,15.15,510853.06
EAST,2026-03-22,292.72,511145.78
EAST,2026-03-23,817.41,511963.19
EAST,2026-03-24,2782.93,514746.12
EAST,2026-03-26,2465.26,517211.38
EAST,2026-03-27,734.69,517946.07
EAST,2026-03-29,52.34,517998.41
EAST,2026-03-30,4798.71,522797.12
EAST,2026-03-31,2150.3,524947.42
EAST,2026-04-01,1846.75,526794.17
EAST,2026-04-02,4386.34,531180.51
EAST,2026-04-03,3698.34,534878.85
EAST,2026-04-04,2113.56,536992.41
EAST,2026-04-05,280.83,537273.24
EAST,2026-04-06,4421.5,541694.74
EAST,2026-04-07,276.66,541971.4
EAST,2026-04-08,675.3,542646.7
EAST,2026-04-09,544.63,543191.33
EAST,2026-04-10,148.76,543340.09
EAST,2026-04-11,1824.26,545164.35
EAST,2026-04-12,-1291.36,543872.99
EAST,2026-04-13,3016.66,546889.65
EAST,2026-04-14,991.57,547881.22
EAST,2026-04-15,2970.79,550852.01
EAST,2026-04-16,3663.86,554515.87
EAST,2026-04-20,598.95,555114.82
EAST,2026-04-21,95.09,555209.91
EAST,2026-04-22,-438.46,554771.45
EAST,2026-04-23,4415.92,559187.37
EAST,2026-04-24,20484.19,579671.56
EAST,2026-04-25,1140.59,580812.15
EAST,2026-04-27,5003.05,585815.2
EAST,2026-04-28,55.21,585870.41
EAST,2026-04-29,594.74,586465.15
EAST,2026-04-30,4185.76,590650.91
EAST,2026-05-01,2644.17,593295.08
EAST,2026-05-02,882.97,594178.05
EAST,2026-05-03,3817.83,597995.88
EAST,2026-05-04,6432.95,604428.83
EAST,2026-05-06,-748.08,603680.75
EAST,2026-05-07,3033.68,606714.43
EAST,2026-05-08,1103.62,607818.05
EAST,2026-05-09,2777.35,610595.4
EAST,2026-05-10,1271.6,611867.0
EAST,2026-05-11,-1407.18,610459.82
EAST,2026-05-12,1162.51,611622.33
EAST,2026-05-13,1907.2,613529.53
EAST,2026-05-14,2126.71,615656.24
EAST,2026-05-15,2576.55,618232.79
EAST,2026-05-16,1330.67,619563.46
EAST,2026-05-17,875.31,620438.77
EAST,2026-05-18,3581.78,624020.55
EAST,2026-05-19,2278.81,626299.36
EAST,2026-05-20,3918.8,630218.16
EAST,2026-05-21,2975.97,633194.13
EAST,2026-05-22,1750.85,634944.98
EAST,2026-05-23,3215.04,638160.02
EAST,2026-05-24,2614.16,640774.18
EAST,2026-05-25,2355.64,643129.82
EAST,2026-05-26,4351.25,647481.07
EAST,2026-05-27,1695.27,649176.34
EAST,2026-05-28,348.46,649524.8
EAST,2026-05-29,2672.11,652196.91
EAST,2026-05-30,3688.62,655885.53
EAST,2026-05-31,6536.21,662421.74
EAST,2026-06-01,10262.63,672684.37
EAST,2026-06-02,938.31,673622.68
EAST,2026-06-03,3202.98,676825.66
EAST,2026-06-04,614.64,677440.3
EAST,2026-06-05,7741.14,685181.44
EAST,2026-06-06,851.81,686033.25
EAST,2026-06-07,9110.8,695144.05
EAST,2026-06-08,514.94,695658.99
EAST,2026-06-10,3978.84,699637.83
EAST,2026-06-11,-78.16,699559.67
EAST,2026-06-12,2407.19,701966.86
EAST,2026-06-13,936.45,702903.31
EAST,2026-06-14,624.38,703527.69
EAST,2026-06-15,15.4,703543.09
EAST,2026-06-16,1535.65,705078.74
EAST,2026-06-17,4278.37,709357.11
EAST,2026-06-18,2064.44,711421.55
EAST,2026-06-19,6192.86,717614.41
EAST,2026-06-20,4610.32,722224.73
EAST,2026-06-21,7019.62,729244.35
EAST,2026-06-22,253.66,729498.01
EAST,2026-06-23,4114.86,733612.87
EAST,2026-06-24,3165.78,736778.65
EAST,2026-06-25,5117.87,741896.52
EAST,2026-06-26,4970.55,746867.07
EAST,2026-06-27,4556.04,751423.11
EAST,2026-06-28,4708.84,756131.95
EAST,2026-06-29,4982.15,761114.1
EAST,2026-06-30,47.63,761161.73
EAST,2026-07-02,5998.23,767159.96
EAST,2026-07-03,3677.16,770837.12
EAST,2026-07-04,700.11,771537.23
EAST,2026-07-05,2594.54,774131.77
EAST,2026-07-06,379.96,774511.73
EAST,2026-07-07,4096.25,778607.98
EAST,2026-07-08,5207.7,783815.68
EAST,2026-07-09,3012.08,786827.76
EAST,2026-07-10,25.92,786853.68
EAST,2026-07-11,4341.25,791194.93
EAST,2026-07-12,2870.03,794064.96
EAST,2026-07-13,4016.48,798081.44
EAST,2026-07-15,8853.77,806935.21
EAST,2026-07-16,1077.61,808012.82
EAST,2026-07-17,3122.98,811135.8
EAST,2026-07-18,1215.51,812351.31
EAST,2026-07-19,28.21,812379.52
EAST,2026-07-21,-1350.93,811028.59
EAST,2026-07-22,5392.56,816421.15
EAST,2026-07-23,2148.12,818569.27
EAST,2026-07-24,2413.72,820982.99
EAST,2026-07-27,1500.31,822483.3
EAST,2026-07-28,4078.14,826561.44
EAST,2026-07-29,1259.55,827820.99
EAST,2026-07-30,1247.44,829068.43
EAST,2026-07-31,1643.57,830712.0
EAST,2026-08-01,135.13,830847.13
NORTH,2024-09-01,1320.8,1320.8
NORTH,2024-09-05,71.58,1392.38
NORTH,2024-09-18,56.33,1448.71
NORTH,2024-09-22,1137.19,2585.9
NORTH,2024-09-23,298.22,2884.12
NORTH,2024-09-25,851.18,3735.3
NORTH,2024-10-01,1079.06,4814.36
NORTH,2024-10-04,122.88,4937.24
NORTH,2024-10-06,341.4,5278.64
NORTH,2024-10-07,2119.86,7398.5
NORTH,2024-10-09,1147.15,8545.65
NORTH,2024-10-10,1228.48,9774.13
NORTH,2024-10-12,1323.46,11097.59
NORTH,2024-10-16,124.72,11222.31
NORTH,2024-10-17,5867.28,17089.59
NORTH,2024-10-21,897.55,17987.14
NORTH,2024-11-02,1649.45,19636.59
NORTH,2024-11-03,3697.78,23334.37
NORTH,2024-11-06,-2810.52,20523.85
NORTH,2024-11-10,639.65,21163.5
NORTH,2024-11-19,739.79,21903.29
NORTH,2024-11-22,2346.5,24249.79
NORTH,2024-11-26,120.73,24370.52
NORTH,2024-11-27,1041.91,25412.43
NORTH,2024-11-29,2121.97,27534.4
NORTH,2024-12-03,-66.49,27467.91
NORTH,2024-12-06,452.32,27920.23
NORTH,2024-12-08,84.4,28004.63
NORTH,2024-12-14,1349.68,29354.31
NORTH,2024-12-16,531.9,29886.21
NORTH,2024-12-18,-185.56,29700.65
NORTH,2024-12-19,460.47,30161.12
NORTH,2024-12-20,541.05,30702.17
NORTH,2024-12-21,1194.68,31896.85
NORTH,2024-12-24,1617.1,33513.95
NORTH,2024-12-26,1590.3,35104.25
NORTH,2024-12-31,-1166.85,33937.4
NORTH,2025-01-01,842.59,34779.99
NORTH,2025-01-06,49.78,34829.77
NORTH,2025-01-07,298.86,35128.63
NORTH,2025-01-08,675.07,35803.7
NORTH,2025-01-12,392.6,36196.3
NORTH,2025-01-13,1126.04,37322.34
NORTH,2025-01-14,2450.01,39772.35
NORTH,2025-01-15,1362.96,41135.31
NORTH,2025-01-21,2303.5,43438.81
NORTH,2025-01-27,354.39,43793.2
NORTH,2025-01-28,48.21,43841.41
NORTH,2025-02-03,618.74,44460.15
NORTH,2025-02-08,204.22,44664.37
NORTH,2025-02-09,1222.76,45887.13
NORTH,2025-02-14,104.38,45991.51
NORTH,2025-02-20,1493.5,47485.01
NORTH,2025-02-22,199.39,47684.4
NORTH,2025-02-23,552.51,48236.91
NORTH,2025-02-24,997.87,49234.78
NORTH,2025-02-25,69.95,49304.73
NORTH,2025-02-27,5754.52,55059.25
NORTH,2025-02-28,1569.84,56629.09
NORTH,2025-03-01,2179.39,58808.48
NORTH,2025-03-06,-144.09,58664.39
NORTH,2025-03-08,652.05,59316.44
NORTH,2025-03-12,544.04,59860.48
NORTH,2025-03-14,112.43,59972.91
NORTH,2025-03-15,19.5,59992.41
NORTH,2025-03-16,1142.34,61134.75
NORTH,2025-03-21,144.09,61278.84
NORTH,2025-03-23,1189.17,62468.01
NORTH,2025-03-25,44.83,62512.84
NORTH,2025-03-26,394.36,62907.2
NORTH,2025-03-27,1975.57,64882.77
NORTH,2025-03-28,13.86,64896.63
NORTH,2025-03-29,19.71,64916.34
NORTH,2025-03-31,1451.87,66368.21
NORTH,2025-04-02,7453.08,73821.29
NORTH,2025-04-06,211.36,74032.65
NORTH,2025-04-07,-907.41,73125.24
NORTH,2025-04-08,289.96,73415.2
NORTH,2025-04-13,1184.52,74599.72
NORTH,2025-04-14,224.26,74823.98
NORTH,2025-04-15,1421.9,76245.88
NORTH,2025-04-17,1302.54,77548.42
NORTH,2025-04-23,4324.65,81873.07
NORTH,2025-04-24,91.0,81964.07
NORTH,2025-04-25,2318.04,84282.11
NORTH,2025-04-28,1208.26,85490.37
NORTH,2025-04-29,121.95,85612.32
NORTH,2025-05-01,46.72,85659.04
NORTH,2025-05-02,695.74,86354.78
NORTH,2025-05-03,3631.1,89985.88
NORTH,2025-05-05,6393.58,96379.46
NORTH,2025-05-06,1810.24,98189.7
NORTH,2025-05-07,1566.06,99755.76
NORTH,2025-05-08,2933.87,102689.63
NORTH,2025-05-11,1078.25,103767.88
NORTH,2025-05-14,1419.28,105187.16
NORTH,2025-05-15,3451.14,108638.3
NORTH,2025-05-17,944.65,109582.95
NORTH,2025-05-21,1244.33,110827.28
NORTH,2025-05-23,2737.95,113565.23
NORTH,2025-05-26,562.67,114127.9
NORTH,2025-05-28,860.14,114988.04
NORTH,2025-05-30,1150.34,116138.38
NORTH,2025-06-01,199.73,116338.11
NORTH,2025-06-02,5309.11,121647.22
NORTH,2025-06-04,103.51,121750.73
NORTH,2025-06-08,473.93,122224.66
NORTH,2025-06-09,1838.44,124063.1
NORTH,2025-06-18,10.98,124074.08
NORTH,2025-06-19,133.32,124207.4
NORTH,2025-06-20,1474.53,125681.93
NORTH,2025-06-21,121.94,125803.87
NORTH,2025-06-23,2882.48,128686.35
NORTH,2025-06-25,1731.1,130417.45
NORTH,2025-06-29,1786.18,132203.63
NORTH,2025-06-30,1770.52,133974.15
NORTH,2025-07-01,-145.65,133828.5
NORTH,2025-07-02,2339.46,136167.96
NORTH,2025-07-03,435.5,136603.46
NORTH,2025-07-06,235.99,136839.45
NORTH,2025-07-08,929.4,137768.85
NORTH,2025-07-09,201.57,137970.42
NORTH,2025-07-10,1782.87,139753.29
NORTH,2025-07-11,1828.85,141582.14
NORTH,2025-07-13,2944.89,144527.03
NORTH,2025-07-14,1237.93,145764.96
NORTH,2025-07-17,1193.89,146958.85
NORTH,2025-07-18,1730.36,148689.21
NORTH,2025-07-22,503.82,149193.03
NORTH,2025-07-24,414.48,149607.51
NORTH,2025-07-27,1064.15,150671.66
NORTH,2025-07-28,3266.62,153938.28
NORTH,2025-07-29,292.74,154231.02
NORTH,2025-07-30,244.21,154475.23
NORTH,2025-07-31,1182.59,155657.82
NORTH,2025-08-01,5306.57,160964.39
NORTH,2025-08-03,5432.81,166397.2
NORTH,2025-08-04,873.49,167270.69
NORTH,2025-08-06,224.02,167494.71
NORTH,2025-08-07,295.34,167790.05
NORTH,2025-08-08,343.96,168134.01
NORTH,2025-08-09,333.61,168467.62
NORTH,2025-08-10,1667.87,170135.49
NORTH,2025-08-12,418.18,170553.67
NORTH,2025-08-13,-2415.67,168138.0
NORTH,2025-08-17,76.14,168214.14
NORTH,2025-08-18,93.43,168307.57
NORTH,2025-08-19,2712.39,171019.96
NORTH,2025-08-21,3090.55,174110.51
NORTH,2025-08-22,476.79,174587.3
NORTH,2025-08-23,1983.04,176570.34
NORTH,2025-08-24,44.53,176614.87
NORTH,2025-08-26,1605.54,178220.41
NORTH,2025-08-27,64.58,178284.99
NORTH,2025-09-01,3847.02,182132.01
NORTH,2025-09-02,6233.82,188365.83
NORTH,2025-09-04,21.35,188387.18
NORTH,2025-09-05,1652.5,190039.68
NORTH,2025-09-06,6726.14,196765.82
NORTH,2025-09-07,265.39,197031.21
NORTH,2025-09-08,1546.11,198577.32
NORTH,2025-09-09,-479.33,198097.99
NORTH,2025-09-11,1822.5,199920.49
NORTH,2025-09-12,2536.6,202457.09
NORTH,2025-09-13,456.94,202914.03
NORTH,2025-09-14,1052.09,203966.12
NORTH,2025-09-15,7160.05,211126.17
NORTH,2025-09-16,419.15,211545.32
NORTH,2025-09-18,1091.34,212636.66
NORTH,2025-09-19,-1072.2,211564.46
NORTH,2025-09-20,4990.39,216554.85
NORTH,2025-09-21,1327.32,217882.17
NORTH,2025-09-23,259.52,218141.69
NORTH,2025-09-24,1396.57,219538.26
NORTH,2025-09-26,4501.61,224039.87
NORTH,2025-09-27,254.26,224294.13
NORTH,2025-10-02,1646.37,225940.5
NORTH,2025-10-04,329.26,226269.76
NORTH,2025-10-05,120.87,226390.63
NORTH,2025-10-07,1648.61,228039.24
NORTH,2025-10-09,123.38,228162.62
NORTH,2025-10-10,1926.75,230089.37
NORTH,2025-10-14,1301.54,231390.91
NORTH,2025-10-15,4967.67,236358.58
NORTH,2025-10-17,806.38,237164.96
NORTH,2025-10-18,123.89,237288.85
NORTH,2025-10-19,6011.51,243300.36
NORTH,2025-10-21,559.49,243859.85
NORTH,2025-10-22,1347.68,245207.53
NORTH,2025-10-23,-113.49,245094.04
NORTH,2025-10-25,3982.03,249076.07
NORTH,2025-10-26,41.86,249117.93
NORTH,2025-10-27,709.12,249827.05
NORTH,2025-10-28,1039.62,250866.67
NORTH,2025-10-29,165.51,251032.18
NORTH,2025-10-30,1118.37,252150.55
NORTH,2025-10-31,6945.02,259095.57
NORTH,2025-11-01,3867.49,262963.06
NORTH,2025-11-03,84.13,263047.19
NORTH,2025-11-04,4760.04,267807.23
NORTH,2025-11-05,672.05,268479.28
NORTH,2025-11-07,932.91,269412.19
NORTH,2025-11-08,892.49,270304.68
NORTH,2025-11-09,117.21,270421.89
NORTH,2025-11-10,4658.33,275080.22
NORTH,2025-11-11,3905.74,278985.96
NORTH,2025-11-12,6877.79,285863.75
NORTH,2025-11-14,844.22,286707.97
NORTH,2025-11-15,3767.76,290475.73
NORTH,2025-11-18,10.22,290485.95
NORTH,2025-11-19,3856.53,294342.48
NORTH,2025-11-20,5140.55,299483.03
NORTH,2025-11-22,3205.82,302688.85
NORTH,2025-11-23,2026.57,304715.42
NORTH,2025-11-24,6964.69,311680.11
NORTH,2025-11-26,883.75,312563.86
NORTH,2025-11-27,3108.76,315672.62
NORTH,2025-11-28,2143.05,317815.67
NORTH,2025-11-30,111.53,317927.2
NORTH,2025-12-01,146.23,318073.43
NORTH,2025-12-02,1141.88,319215.31
NORTH,2025-12-03,1174.77,320390.08
NORTH,2025-12-04,5050.0,325440.08
NORTH,2025-12-05,1205.43,326645.51
NORTH,2025-12-07,517.9,327163.41
NORTH,2025-12-08,2699.61,329863.02
NORTH,2025-12-11,1328.39,331191.41
NORTH,2025-12-13,507.97,331699.38
NORTH,2025-12-14,1374.8,333074.18
NORTH,2025-12-15,252.57,333326.75
NORTH,2025-12-16,4665.39,337992.14
NORTH,2025-12-17,1641.13,339633.27
NORTH,2025-12-18,2685.14,342318.41
NORTH,2025-12-19,1238.89,343557.3
NORTH,2025-12-21,3110.57,346667.87
NORTH,2025-12-22,2247.13,348915.0
NORTH,2025-12-23,7444.77,356359.77
NORTH,2025-12-24,3346.81,359706.58
NORTH,2025-12-25,1198.29,360904.87
NORTH,2025-12-26,3228.4,364133.27
NORTH,2025-12-27,206.15,364339.42
NORTH,2025-12-28,4125.28,368464.7
NORTH,2025-12-30,5473.03,373937.73
NORTH,2026-01-01,-1383.99,372553.74
NORTH,2026-01-02,1386.36,373940.1
NORTH,2026-01-04,9385.07,383325.17
NORTH,2026-01-05,6966.17,390291.34
NORTH,2026-01-07,164.4,390455.74
NORTH,2026-01-08,1101.75,391557.49
NORTH,2026-01-10,3238.06,394795.55
NORTH,2026-01-11,1056.4,395851.95
NORTH,2026-01-12,3748.65,399600.6
NORTH,2026-01-13,2604.79,402205.39
NORTH,2026-01-14,97.08,402302.47
NORTH,2026-01-15,-36.05,402266.42
NORTH,2026-01-16,3601.89,405868.31
NORTH,2026-01-17,464.84,406333.15
NORTH,2026-01-18,2773.41,409106.56
NORTH,2026-01-19,3026.74,412133.3
NORTH,2026-01-20,3228.1,415361.4
NORTH,2026-01-21,1934.28,417295.68
NORTH,2026-01-22,3896.01,421191.69
NORTH,2026-01-23,1683.12,422874.81
NORTH,2026-01-24,2632.64,425507.45
NORTH,2026-01-25,177.04,425684.49
NORTH,2026-01-26,3608.83,429293.32
NORTH,2026-01-27,2858.05,432151.37
NORTH,2026-01-29,3044.35,435195.72
NORTH,2026-01-30,897.42,436093.14
NORTH,2026-01-31,-768.67,435324.47
NORTH,2026-02-01,6244.18,441568.65
NORTH,2026-02-03,1391.91,442960.56
NORTH,2026-02-04,526.73,443487.29
NORTH,2026-02-05,3250.0,446737.29
NORTH,2026-02-06,603.46,447340.75
NORTH,2026-02-07,2963.16,450303.91
NORTH,2026-02-08,2013.05,452316.96
NORTH,2026-02-09,2020.07,454337.03
NORTH,2026-02-11,90.32,454427.35
NORTH,2026-02-12,992.9,455420.25
NORTH,2026-02-13,3548.05,458968.3
NORTH,2026-02-14,2837.36,461805.66
NORTH,2026-02-15,3128.75,464934.41
NORTH,2026-02-16,258.67,465193.08
NORTH,2026-02-17,1085.41,466278.49
NORTH,2026-02-18,6124.03,472402.52
NORTH,2026-02-19,2407.67,474810.19
NORTH,2026-02-20,498.67,475308.86
NORTH,2026-02-22,885.67,476194.53
NORTH,2026-02-23,1317.27,477511.8
NORTH,2026-02-24,5353.53,482865.33
NORTH,2026-02-26,474.18,483339.51
NORTH,2026-02-27,1260.55,484600.06
NORTH,2026-02-28,2911.2,487511.26
NORTH,2026-03-01,268.03,487779.29
NORTH,2026-03-02,1789.42,489568.71
NORTH,2026-03-03,681.87,490250.58
NORTH,2026-03-04,4160.86,494411.44
NORTH,2026-03-05,3321.26,497732.7
NORTH,2026-03-06,2523.85,500256.55
NORTH,2026-03-07,-1422.76,498833.79
NORTH,2026-03-09,1288.04,500121.83
NORTH,2026-03-10,4159.31,504281.14
NORTH,2026-03-11,11.08,504292.22
NORTH,2026-03-12,1958.86,506251.08
NORTH,2026-03-13,1063.78,507314.86
NORTH,2026-03-14,2409.82,509724.68
NORTH,2026-03-15,321.34,510046.02
NORTH,2026-03-16,16372.95,526418.97
NORTH,2026-03-18,2073.12,528492.09
NORTH,2026-03-19,9845.83,538337.92
NORTH,2026-03-20,1301.89,539639.81
NORTH,2026-03-21,2827.46,542467.27
NORTH,2026-03-22,5597.96,548065.23
NORTH,2026-03-23,3015.26,551080.49
NORTH,2026-03-24,156.86,551237.35
NORTH,2026-03-25,860.71,552098.06
NORTH,2026-03-26,5038.87,557136.93
NORTH,2026-03-27,1464.84,558601.77
NORTH,2026-03-28,57.82,558659.59
NORTH,2026-03-29,1530.03,560189.62
NORTH,2026-03-30,3821.84,564011.46
NORTH,2026-03-31,1882.29,565893.75
NORTH,2026-04-01,5917.5,571811.25
NORTH,2026-04-02,1389.93,573201.18
NORTH,2026-04-03,-6.37,573194.81
NORTH,2026-04-04,1480.02,574674.83
NORTH,2026-04-05,2584.67,577259.5
NORTH,2026-04-06,1500.52,578760.02
NORTH,2026-04-07,1290.05,580050.07
NORTH,2026-04-08,2632.39,582682.46
NORTH,2026-04-09,5638.21,588320.67
NORTH,2026-04-10,3534.79,591855.46
NORTH,2026-04-11,1607.03,593462.49
NORTH,2026-04-12,1706.41,595168.9
NORTH,2026-04-13,1184.24,596353.14
NORTH,2026-04-14,2308.18,598661.32
NORTH,2026-04-15,2157.51,600818.83
NORTH,2026-04-16,3859.81,604678.64
NORTH,2026-04-17,-439.08,604239.56
NORTH,2026-04-18,2635.13,606874.69
NORTH,2026-04-19,3706.15,610580.84
NORTH,2026-04-20,-4448.86,606131.98
NORTH,2026-04-21,10598.16,616730.14
NORTH,2026-04-22,2183.0,618913.14
NORTH,2026-04-23,559.62,619472.76
NORTH,2026-04-24,1014.51,620487.27
NORTH,2026-04-25,564.78,621052.05
NORTH,2026-04-26,4428.31,625480.36
NORTH,2026-04-27,2497.77,627978.13
NORTH,2026-04-28,60.76,628038.89
NORTH,2026-04-29,3231.76,631270.65
NORTH,2026-04-30,2851.07,634121.72
NORTH,2026-05-01,2694.0,636815.72
NORTH,2026-05-02,1379.27,638194.99
NORTH,2026-05-03,6115.75,644310.74
NORTH,2026-05-04,-2573.64,641737.1
NORTH,2026-05-05,3330.4,645067.5
NORTH,2026-05-06,2766.03,647833.53
NORTH,2026-05-07,9072.35,656905.88
NORTH,2026-05-08,2944.25,659850.13
NORTH,2026-05-09,1750.23,661600.36
NORTH,2026-05-10,3592.84,665193.2
NORTH,2026-05-11,3622.35,668815.55
NORTH,2026-05-12,6412.94,675228.49
NORTH,2026-05-13,2301.36,677529.85
NORTH,2026-05-14,1487.4,679017.25
NORTH,2026-05-15,-98.62,678918.63
NORTH,2026-05-16,-2573.22,676345.41
NORTH,2026-05-17,6119.26,682464.67
NORTH,2026-05-18,715.06,683179.73
NORTH,2026-05-19,369.93,683549.66
NORTH,2026-05-20,1449.1,684998.76
NORTH,2026-05-22,3950.63,688949.39
NORTH,2026-05-23,811.99,689761.38
NORTH,2026-05-24,3767.25,693528.63
NORTH,2026-05-25,6083.67,699612.3
NORTH,2026-05-27,5138.49,704750.79
NORTH,2026-05-28,3783.24,708534.03
NORTH,2026-05-29,3581.94,712115.97
NORTH,2026-05-30,1541.54,713657.51
NORTH,2026-05-31,2691.5,716349.01
NORTH,2026-06-01,4503.35,720852.36
NORTH,2026-06-02,812.89,721665.25
NORTH,2026-06-03,2562.47,724227.72
NORTH,2026-06-04,-11.13,724216.59
NORTH,2026-06-05,403.8,724620.39
NORTH,2026-06-06,4285.0,728905.39
NORTH,2026-06-07,849.63,729755.02
NORTH,2026-06-08,550.57,730305.59
NORTH,2026-06-09,2762.59,733068.18
NORTH,2026-06-10,4581.28,737649.46
NORTH,2026-06-11,727.74,738377.2
NORTH,2026-06-12,424.71,738801.91
NORTH,2026-06-13,10243.37,749045.28
NORTH,2026-06-14,1703.48,750748.76
NORTH,2026-06-15,548.34,751297.1
NORTH,2026-06-16,6248.89,757545.99
NORTH,2026-06-17,7664.3,765210.29
NORTH,2026-06-18,1529.51,766739.8
NORTH,2026-06-19,756.19,767495.99
NORTH,2026-06-20,317.23,767813.22
NORTH,2026-06-22,8782.61,776595.83
NORTH,2026-06-23,3946.81,780542.64
NORTH,2026-06-24,5232.18,785774.82
NORTH,2026-06-25,4257.28,790032.1
NORTH,2026-06-26,833.36,790865.46
NORTH,2026-06-27,1924.25,792789.71
NORTH,2026-06-28,7428.07,800217.78
NORTH,2026-06-29,2863.01,803080.79
NORTH,2026-06-30,4457.33,807538.12
NORTH,2026-07-01,986.01,808524.13
NORTH,2026-07-02,6193.53,814717.66
NORTH,2026-07-03,2736.06,817453.72
NORTH,2026-07-04,5776.17,823229.89
NORTH,2026-07-05,3927.99,827157.88
NORTH,2026-07-06,-978.0,826179.88
NORTH,2026-07-07,272.91,826452.79
NORTH,2026-07-08,2832.79,829285.58
NORTH,2026-07-09,5755.98,835041.56
NORTH,2026-07-10,432.54,835474.1
NORTH,2026-07-11,10153.0,845627.1
NORTH,2026-07-12,817.82,846444.92
NORTH,2026-07-13,871.59,847316.51
NORTH,2026-07-14,111.83,847428.34
NORTH,2026-07-15,4468.89,851897.23
NORTH,2026-07-16,4878.81,856776.04
NORTH,2026-07-17,5411.27,862187.31
NORTH,2026-07-18,68.6,862255.91
NORTH,2026-07-19,3473.02,865728.93
NORTH,2026-07-20,5379.55,871108.48
NORTH,2026-07-21,7913.95,879022.43
NORTH,2026-07-22,2749.21,881771.64
NORTH,2026-07-23,4659.07,886430.71
NORTH,2026-07-24,7360.03,893790.74
NORTH,2026-07-25,1175.39,894966.13
NORTH,2026-07-26,3957.19,898923.32
NORTH,2026-07-27,398.64,899321.96
NORTH,2026-07-28,670.97,899992.93
NORTH,2026-07-29,369.13,900362.06
NORTH,2026-07-30,1435.1,901797.16
NORTH,2026-07-31,132.39,901929.55
NORTH,2026-08-01,21947.25,923876.8
SOUTH,2024-09-09,5324.55,5324.55
SOUTH,2024-10-03,1456.06,6780.61
SOUTH,2024-10-06,692.93,7473.54
SOUTH,2024-10-18,811.89,8285.43
SOUTH,2024-10-19,-2642.09,5643.34
SOUTH,2024-10-27,730.78,6374.12
SOUTH,2024-10-28,1452.42,7826.54
SOUTH,2024-10-29,294.31,8120.85
SOUTH,2024-11-02,282.01,8402.86
SOUTH,2024-11-06,242.06,8644.92
SOUTH,2024-11-07,1033.59,9678.51
SOUTH,2024-11-09,172.21,9850.72
SOUTH,2024-11-12,763.5,10614.22
SOUTH,2024-11-14,112.23,10726.45
SOUTH,2024-11-20,870.17,11596.62
SOUTH,2024-12-03,106.66,11703.28
SOUTH,2024-12-11,2593.81,14297.09
SOUTH,2024-12-14,1109.41,15406.5
SOUTH,2024-12-15,363.41,15769.91
SOUTH,2024-12-18,966.4,16736.31
SOUTH,2024-12-22,914.61,17650.92
SOUTH,2024-12-26,1441.23,19092.15
SOUTH,2024-12-28,2120.67,21212.82
SOUTH,2024-12-29,380.23,21593.05
SOUTH,2025-01-01,2830.18,24423.23
SOUTH,2025-01-04,159.13,24582.36
SOUTH,2025-01-06,1481.29,26063.65
SOUTH,2025-01-13,3948.22,30011.87
SOUTH,2025-01-14,37.89,30049.76
SOUTH,2025-01-17,392.37,30442.13
SOUTH,2025-01-18,-261.04,30181.09
SOUTH,2025-01-19,751.94,30933.03
SOUTH,2025-01-23,950.45,31883.48
SOUTH,2025-01-24,543.93,32427.41
SOUTH,2025-01-26,1196.1,33623.51
SOUTH,2025-02-07,1446.24,35069.75
SOUTH,2025-02-12,1028.28,36098.03
