customer_id,order_date,previous_order_date,days_gap,avg_gap_days,risk_flag
CUST00185,2025-11-13,2025-10-07,37.0,35.7,At Risk
CUST00185,2025-11-20,2025-11-13,7.0,35.7,At Risk
CUST00185,2025-12-21,2025-11-20,31.0,35.7,At Risk
CUST00185,2026-01-09,2025-12-21,19.0,35.7,At Risk
CUST00185,2026-01-17,2026-01-09,8.0,35.7,At Risk
CUST00185,2026-07-25,2026-01-17,189.0,35.7,At Risk
CUST00185,2026-07-31,2026-07-25,6.0,35.7,At Risk
CUST00186,2025-08-10,,,48.3,At Risk
CUST00186,2025-08-28,2025-08-10,18.0,48.3,At Risk
CUST00186,2025-10-05,2025-08-28,38.0,48.3,At Risk
CUST00186,2025-12-23,2025-10-05,79.0,48.3,At Risk
CUST00186,2025-12-29,2025-12-23,6.0,48.3,At Risk
CUST00186,2026-03-10,2025-12-29,71.0,48.3,At Risk
CUST00186,2026-05-27,2026-03-10,78.0,48.3,At Risk
CUST00187,2025-09-29,,,43.3,At Risk
CUST00187,2026-02-27,2025-09-29,151.0,43.3,At Risk
CUST00187,2026-03-02,2026-02-27,3.0,43.3,At Risk
CUST00187,2026-03-23,2026-03-02,21.0,43.3,At Risk
CUST00187,2026-06-03,2026-03-23,72.0,43.3,At Risk
CUST00187,2026-06-14,2026-06-03,11.0,43.3,At Risk
CUST00187,2026-06-16,2026-06-14,2.0,43.3,At Risk
CUST00188,2026-02-09,,,39.7,At Risk
CUST00188,2026-03-16,2026-02-09,35.0,39.7,At Risk
CUST00188,2026-03-18,2026-03-16,2.0,39.7,At Risk
CUST00188,2026-06-08,2026-03-18,82.0,39.7,At Risk
CUST00189,2025-07-13,,,162.5,At Risk
CUST00189,2026-04-11,2025-07-13,272.0,162.5,At Risk
CUST00189,2026-06-03,2026-04-11,53.0,162.5,At Risk
CUST00190,2026-04-28,,,13.6,Healthy
CUST00190,2026-05-08,2026-04-28,10.0,13.6,Healthy
CUST00190,2026-05-30,2026-05-08,22.0,13.6,Healthy
CUST00190,2026-06-04,2026-05-30,5.0,13.6,Healthy
CUST00190,2026-06-07,2026-06-04,3.0,13.6,Healthy
CUST00190,2026-06-20,2026-06-07,13.0,13.6,Healthy
CUST00190,2026-06-24,2026-06-20,4.0,13.6,Healthy
CUST00190,2026-08-01,2026-06-24,38.0,13.6,Healthy
CUST00191,2025-11-15,,,60.5,At Risk
CUST00191,2026-02-20,2025-11-15,97.0,60.5,At Risk
CUST00191,2026-03-16,2026-02-20,24.0,60.5,At Risk
CUST00192,2026-02-18,,,75.5,At Risk
CUST00192,2026-05-07,2026-02-18,78.0,75.5,At Risk
CUST00192,2026-07-19,2026-05-07,73.0,75.5,At Risk
CUST00193,2025-09-29,,,29.2,Healthy
CUST00193,2025-10-05,2025-09-29,6.0,29.2,Healthy
CUST00193,2026-01-06,2025-10-05,93.0,29.2,Healthy
CUST00193,2026-01-13,2026-01-06,7.0,29.2,Healthy
CUST00193,2026-02-12,2026-01-13,30.0,29.2,Healthy
CUST00193,2026-03-25,2026-02-12,41.0,29.2,Healthy
CUST00193,2026-04-10,2026-03-25,16.0,29.2,Healthy
CUST00193,2026-05-19,2026-04-10,39.0,29.2,Healthy
CUST00193,2026-06-12,2026-05-19,24.0,29.2,Healthy
CUST00193,2026-06-19,2026-06-12,7.0,29.2,Healthy
CUST00194,2026-03-26,,,24.2,Healthy
CUST00194,2026-04-01,2026-03-26,6.0,24.2,Healthy
CUST00194,2026-04-10,2026-04-01,9.0,24.2,Healthy
CUST00194,2026-04-24,2026-04-10,14.0,24.2,Healthy
CUST00194,2026-04-28,2026-04-24,4.0,24.2,Healthy
CUST00194,2026-07-25,2026-04-28,88.0,24.2,Healthy
CUST00195,2026-05-16,,,21.3,Healthy
CUST00195,2026-05-24,2026-05-16,8.0,21.3,Healthy
CUST00195,2026-06-04,2026-05-24,11.0,21.3,Healthy
CUST00195,2026-07-19,2026-06-04,45.0,21.3,Healthy
CUST00196,2025-11-29,,,50.0,At Risk
CUST00196,2025-12-17,2025-11-29,18.0,50.0,At Risk
CUST00196,2026-02-22,2025-12-17,67.0,50.0,At Risk
CUST00196,2026-03-07,2026-02-22,13.0,50.0,At Risk
CUST00196,2026-06-17,2026-03-07,102.0,50.0,At Risk
CUST00197,2026-02-10,,,,Single Order
CUST00198,2025-05-11,,,21.7,Healthy
CUST00198,2025-05-29,2025-05-11,18.0,21.7,Healthy
CUST00198,2025-06-03,2025-05-29,5.0,21.7,Healthy
CUST00198,2025-07-15,2025-06-03,42.0,21.7,Healthy
CUST00199,2025-05-31,,,45.6,At Risk
CUST00199,2025-08-06,2025-05-31,67.0,45.6,At Risk
CUST00199,2025-11-08,2025-08-06,94.0,45.6,At Risk
CUST00199,2025-12-23,2025-11-08,45.0,45.6,At Risk
CUST00199,2025-12-30,2025-12-23,7.0,45.6,At Risk
CUST00199,2026-01-25,2025-12-30,26.0,45.6,At Risk
CUST00199,2026-05-18,2026-01-25,113.0,45.6,At Risk
CUST00199,2026-05-19,2026-05-18,1.0,45.6,At Risk
CUST00199,2026-05-31,2026-05-19,12.0,45.6,At Risk
CUST00200,2024-11-21,,,90.3,At Risk
CUST00200,2025-04-30,2024-11-21,160.0,90.3,At Risk
CUST00200,2025-07-31,2025-04-30,92.0,90.3,At Risk
CUST00200,2025-10-31,2025-07-31,92.0,90.3,At Risk
CUST00200,2026-04-22,2025-10-31,173.0,90.3,At Risk
CUST00200,2026-05-07,2026-04-22,15.0,90.3,At Risk
CUST00200,2026-05-17,2026-05-07,10.0,90.3,At Risk
CUST00201,2025-03-14,,,98.5,At Risk
CUST00201,2026-01-13,2025-03-14,305.0,98.5,At Risk
CUST00201,2026-01-28,2026-01-13,15.0,98.5,At Risk
CUST00201,2026-03-19,2026-01-28,50.0,98.5,At Risk
CUST00201,2026-04-12,2026-03-19,24.0,98.5,At Risk
CUST00202,2026-03-22,,,21.0,Healthy
CUST00202,2026-03-29,2026-03-22,7.0,21.0,Healthy
CUST00202,2026-04-07,2026-03-29,9.0,21.0,Healthy
CUST00202,2026-04-15,2026-04-07,8.0,21.0,Healthy
CUST00202,2026-05-18,2026-04-15,33.0,21.0,Healthy
CUST00202,2026-07-15,2026-05-18,58.0,21.0,Healthy
CUST00202,2026-07-26,2026-07-15,11.0,21.0,Healthy
CUST00203,2024-10-27,,,128.0,At Risk
CUST00203,2024-12-05,2024-10-27,39.0,128.0,At Risk
CUST00203,2025-05-02,2024-12-05,148.0,128.0,At Risk
CUST00203,2025-05-05,2025-05-02,3.0,128.0,At Risk
CUST00203,2025-06-03,2025-05-05,29.0,128.0,At Risk
CUST00203,2026-07-29,2025-06-03,421.0,128.0,At Risk
CUST00204,2025-05-06,,,37.3,At Risk
CUST00204,2025-05-11,2025-05-06,5.0,37.3,At Risk
CUST00204,2025-07-27,2025-05-11,77.0,37.3,At Risk
CUST00204,2025-08-01,2025-07-27,5.0,37.3,At Risk
CUST00204,2025-08-01,2025-08-01,0.0,37.3,At Risk
CUST00204,2025-11-15,2025-08-01,106.0,37.3,At Risk
CUST00204,2025-12-08,2025-11-15,23.0,37.3,At Risk
CUST00204,2025-12-30,2025-12-08,22.0,37.3,At Risk
CUST00204,2026-02-28,2025-12-30,60.0,37.3,At Risk
CUST00205,2024-12-03,,,38.0,At Risk
CUST00205,2025-01-19,2024-12-03,47.0,38.0,At Risk
CUST00205,2025-02-28,2025-01-19,40.0,38.0,At Risk
CUST00205,2025-03-27,2025-02-28,27.0,38.0,At Risk
CUST00206,2025-04-02,,,19.7,Healthy
CUST00206,2025-04-16,2025-04-02,14.0,19.7,Healthy
CUST00206,2025-04-23,2025-04-16,7.0,19.7,Healthy
CUST00206,2025-04-25,2025-04-23,2.0,19.7,Healthy
CUST00206,2025-04-28,2025-04-25,3.0,19.7,Healthy
CUST00206,2025-04-29,2025-04-28,1.0,19.7,Healthy
CUST00206,2025-05-03,2025-04-29,4.0,19.7,Healthy
CUST00206,2025-05-15,2025-05-03,12.0,19.7,Healthy
CUST00206,2025-06-21,2025-05-15,37.0,19.7,Healthy
CUST00206,2025-07-10,2025-06-21,19.0,19.7,Healthy
CUST00206,2025-07-29,2025-07-10,19.0,19.7,Healthy
CUST00206,2025-08-03,2025-07-29,5.0,19.7,Healthy
CUST00206,2025-09-09,2025-08-03,37.0,19.7,Healthy
CUST00206,2025-10-19,2025-09-09,40.0,19.7,Healthy
CUST00206,2025-11-27,2025-10-19,39.0,19.7,Healthy
CUST00206,2026-01-12,2025-11-27,46.0,19.7,Healthy
CUST00206,2026-01-16,2026-01-12,4.0,19.7,Healthy
CUST00206,2026-02-16,2026-01-16,31.0,19.7,Healthy
CUST00206,2026-02-23,2026-02-16,7.0,19.7,Healthy
CUST00206,2026-02-26,2026-02-23,3.0,19.7,Healthy
CUST00206,2026-03-16,2026-02-26,18.0,19.7,Healthy
CUST00206,2026-05-17,2026-03-16,62.0,19.7,Healthy
CUST00206,2026-06-01,2026-05-17,15.0,19.7,Healthy
CUST00206,2026-06-28,2026-06-01,27.0,19.7,Healthy
CUST00207,2025-06-09,,,,Single Order
CUST00209,2025-03-25,,,161.3,At Risk
CUST00209,2026-02-20,2025-03-25,332.0,161.3,At Risk
CUST00209,2026-05-20,2026-02-20,89.0,161.3,At Risk
CUST00209,2026-07-22,2026-05-20,63.0,161.3,At Risk
CUST00210,2026-02-18,,,27.3,Healthy
CUST00210,2026-02-23,2026-02-18,5.0,27.3,Healthy
CUST00210,2026-03-25,2026-02-23,30.0,27.3,Healthy
CUST00210,2026-03-28,2026-03-25,3.0,27.3,Healthy
CUST00210,2026-04-25,2026-03-28,28.0,27.3,Healthy
CUST00210,2026-05-16,2026-04-25,21.0,27.3,Healthy
CUST00210,2026-08-01,2026-05-16,77.0,27.3,Healthy
CUST00211,2025-08-13,,,81.5,At Risk
CUST00211,2025-09-06,2025-08-13,24.0,81.5,At Risk
CUST00211,2025-10-05,2025-09-06,29.0,81.5,At Risk
CUST00211,2026-04-12,2025-10-05,189.0,81.5,At Risk
CUST00211,2026-07-05,2026-04-12,84.0,81.5,At Risk
CUST00213,2025-12-19,,,65.5,At Risk
CUST00213,2026-03-10,2025-12-19,81.0,65.5,At Risk
CUST00213,2026-04-29,2026-03-10,50.0,65.5,At Risk
CUST00214,2025-11-18,,,,Single Order
CUST00216,2025-03-08,,,57.8,At Risk
CUST00216,2025-04-07,2025-03-08,30.0,57.8,At Risk
CUST00216,2025-06-27,2025-04-07,81.0,57.8,At Risk
CUST00216,2025-08-17,2025-06-27,51.0,57.8,At Risk
CUST00216,2025-11-27,2025-08-17,102.0,57.8,At Risk
CUST00216,2025-12-22,2025-11-27,25.0,57.8,At Risk
CUST00217,2025-07-08,,,312.0,At Risk
CUST00217,2026-05-16,2025-07-08,312.0,312.0,At Risk
CUST00218,2026-03-31,,,68.0,At Risk
CUST00218,2026-06-07,2026-03-31,68.0,68.0,At Risk
CUST00220,2026-03-05,,,35.5,At Risk
CUST00220,2026-04-11,2026-03-05,37.0,35.5,At Risk
CUST00220,2026-07-09,2026-04-11,89.0,35.5,At Risk
CUST00220,2026-07-22,2026-07-09,13.0,35.5,At Risk
CUST00220,2026-07-25,2026-07-22,3.0,35.5,At Risk
CUST00221,2026-03-14,,,33.5,At Risk
CUST00221,2026-03-27,2026-03-14,13.0,33.5,At Risk
CUST00221,2026-05-20,2026-03-27,54.0,33.5,At Risk
CUST00223,2025-04-04,,,131.7,At Risk
CUST00223,2025-10-28,2025-04-04,207.0,131.7,At Risk
CUST00223,2026-02-07,2025-10-28,102.0,131.7,At Risk
CUST00223,2026-05-04,2026-02-07,86.0,131.7,At Risk
CUST00224,2026-03-02,,,11.5,Healthy
CUST00224,2026-03-03,2026-03-02,1.0,11.5,Healthy
CUST00224,2026-03-15,2026-03-03,12.0,11.5,Healthy
CUST00224,2026-04-12,2026-03-15,28.0,11.5,Healthy
CUST00224,2026-05-08,2026-04-12,26.0,11.5,Healthy
CUST00224,2026-05-09,2026-05-08,1.0,11.5,Healthy
CUST00224,2026-05-10,2026-05-09,1.0,11.5,Healthy
CUST00225,2026-01-18,,,36.6,At Risk
CUST00225,2026-02-02,2026-01-18,15.0,36.6,At Risk
CUST00225,2026-04-15,2026-02-02,72.0,36.6,At Risk
CUST00225,2026-04-24,2026-04-15,9.0,36.6,At Risk
CUST00225,2026-05-22,2026-04-24,28.0,36.6,At Risk
CUST00225,2026-07-20,2026-05-22,59.0,36.6,At Risk
CUST00226,2025-02-01,,,160.7,At Risk
CUST00226,2025-08-09,2025-02-01,189.0,160.7,At Risk
CUST00226,2025-10-06,2025-08-09,58.0,160.7,At Risk
CUST00226,2026-05-29,2025-10-06,235.0,160.7,At Risk
CUST00227,2025-07-20,,,70.5,At Risk
CUST00227,2025-09-04,2025-07-20,46.0,70.5,At Risk
CUST00227,2026-02-23,2025-09-04,172.0,70.5,At Risk
CUST00227,2026-03-10,2026-02-23,15.0,70.5,At Risk
CUST00227,2026-04-28,2026-03-10,49.0,70.5,At Risk
CUST00228,2025-08-17,,,65.5,At Risk
CUST00228,2025-09-10,2025-08-17,24.0,65.5,At Risk
CUST00228,2025-10-17,2025-09-10,37.0,65.5,At Risk
CUST00228,2026-03-20,2025-10-17,154.0,65.5,At Risk
CUST00228,2026-05-06,2026-03-20,47.0,65.5,At Risk
CUST00229,2026-04-10,,,23.5,Healthy
CUST00229,2026-05-07,2026-04-10,27.0,23.5,Healthy
CUST00229,2026-06-03,2026-05-07,27.0,23.5,Healthy
CUST00229,2026-07-02,2026-06-03,29.0,23.5,Healthy
CUST00229,2026-07-13,2026-07-02,11.0,23.5,Healthy
CUST00230,2024-09-01,,,31.5,At Risk
CUST00230,2024-09-01,2024-09-01,0.0,31.5,At Risk
CUST00230,2024-09-18,2024-09-01,17.0,31.5,At Risk
CUST00230,2024-09-20,2024-09-18,2.0,31.5,At Risk
CUST00230,2024-10-18,2024-09-20,28.0,31.5,At Risk
CUST00230,2024-11-07,2024-10-18,20.0,31.5,At Risk
CUST00230,2024-11-20,2024-11-07,13.0,31.5,At Risk
CUST00230,2024-12-12,2024-11-20,22.0,31.5,At Risk
CUST00230,2024-12-21,2024-12-12,9.0,31.5,At Risk
CUST00230,2024-12-26,2024-12-21,5.0,31.5,At Risk
CUST00230,2024-12-31,2024-12-26,5.0,31.5,At Risk
CUST00230,2025-01-15,2024-12-31,15.0,31.5,At Risk
CUST00230,2025-05-02,2025-01-15,107.0,31.5,At Risk
CUST00230,2025-05-15,2025-05-02,13.0,31.5,At Risk
CUST00230,2025-05-26,2025-05-15,11.0,31.5,At Risk
CUST00230,2025-08-11,2025-05-26,77.0,31.5,At Risk
CUST00230,2025-08-19,2025-08-11,8.0,31.5,At Risk
CUST00230,2025-12-24,2025-08-19,127.0,31.5,At Risk
CUST00230,2026-03-10,2025-12-24,76.0,31.5,At Risk
CUST00230,2026-05-13,2026-03-10,64.0,31.5,At Risk
CUST00230,2026-05-27,2026-05-13,14.0,31.5,At Risk
CUST00230,2026-06-25,2026-05-27,29.0,31.5,At Risk
CUST00231,2025-09-04,,,31.3,At Risk
CUST00231,2025-10-04,2025-09-04,30.0,31.3,At Risk
CUST00231,2025-10-07,2025-10-04,3.0,31.3,At Risk
CUST00231,2025-12-17,2025-10-07,71.0,31.3,At Risk
CUST00231,2026-01-07,2025-12-17,21.0,31.3,At Risk
CUST00232,2025-02-04,,,176.0,At Risk
CUST00232,2025-07-18,2025-02-04,164.0,176.0,At Risk
CUST00232,2025-08-26,2025-07-18,39.0,176.0,At Risk
CUST00232,2026-07-17,2025-08-26,325.0,176.0,At Risk
CUST00233,2026-01-16,,,53.3,At Risk
CUST00233,2026-03-30,2026-01-16,73.0,53.3,At Risk
CUST00233,2026-05-24,2026-03-30,55.0,53.3,At Risk
CUST00233,2026-06-25,2026-05-24,32.0,53.3,At Risk
CUST00237,2026-04-04,,,26.3,Healthy
CUST00237,2026-05-18,2026-04-04,44.0,26.3,Healthy
CUST00237,2026-06-29,2026-05-18,42.0,26.3,Healthy
CUST00237,2026-06-30,2026-06-29,1.0,26.3,Healthy
CUST00237,2026-07-18,2026-06-30,18.0,26.3,Healthy
CUST00238,2025-03-22,,,223.0,At Risk
CUST00238,2026-03-09,2025-03-22,352.0,223.0,At Risk
CUST00238,2026-06-11,2026-03-09,94.0,223.0,At Risk
CUST00239,2026-01-12,,,50.0,At Risk
CUST00239,2026-01-21,2026-01-12,9.0,50.0,At Risk
CUST00239,2026-03-15,2026-01-21,53.0,50.0,At Risk
CUST00239,2026-04-26,2026-03-15,42.0,50.0,At Risk
CUST00239,2026-07-31,2026-04-26,96.0,50.0,At Risk
CUST00240,2025-11-04,,,52.3,At Risk
CUST00240,2025-11-21,2025-11-04,17.0,52.3,At Risk
CUST00240,2026-01-04,2025-11-21,44.0,52.3,At Risk
CUST00240,2026-05-25,2026-01-04,141.0,52.3,At Risk
CUST00240,2026-06-01,2026-05-25,7.0,52.3,At Risk
CUST00241,2025-03-06,,,82.6,At Risk
CUST00241,2025-10-20,2025-03-06,228.0,82.6,At Risk
CUST00241,2025-11-26,2025-10-20,37.0,82.6,At Risk
CUST00241,2026-03-19,2025-11-26,113.0,82.6,At Risk
CUST00241,2026-04-22,2026-03-19,34.0,82.6,At Risk
CUST00241,2026-04-23,2026-04-22,1.0,82.6,At Risk
CUST00242,2025-12-26,,,21.9,Healthy
CUST00242,2025-12-28,2025-12-26,2.0,21.9,Healthy
CUST00242,2026-01-26,2025-12-28,29.0,21.9,Healthy
CUST00242,2026-02-07,2026-01-26,12.0,21.9,Healthy
CUST00242,2026-02-26,2026-02-07,19.0,21.9,Healthy
CUST00242,2026-04-03,2026-02-26,36.0,21.9,Healthy
CUST00242,2026-04-08,2026-04-03,5.0,21.9,Healthy
CUST00242,2026-05-01,2026-04-08,23.0,21.9,Healthy
CUST00242,2026-05-24,2026-05-01,23.0,21.9,Healthy
CUST00242,2026-07-11,2026-05-24,48.0,21.9,Healthy
CUST00244,2026-04-01,,,23.4,Healthy
CUST00244,2026-05-06,2026-04-01,35.0,23.4,Healthy
CUST00244,2026-06-16,2026-05-06,41.0,23.4,Healthy
CUST00244,2026-06-16,2026-06-16,0.0,23.4,Healthy
CUST00244,2026-07-03,2026-06-16,17.0,23.4,Healthy
CUST00244,2026-07-27,2026-07-03,24.0,23.4,Healthy
CUST00245,2025-12-24,,,195.0,At Risk
CUST00245,2026-07-07,2025-12-24,195.0,195.0,At Risk
CUST00246,2024-11-29,,,150.0,At Risk
CUST00246,2025-09-14,2024-11-29,289.0,150.0,At Risk
CUST00246,2026-02-18,2025-09-14,157.0,150.0,At Risk
CUST00246,2026-04-14,2026-02-18,55.0,150.0,At Risk
CUST00246,2026-07-22,2026-04-14,99.0,150.0,At Risk
CUST00247,2026-01-14,,,35.0,At Risk
CUST00247,2026-02-02,2026-01-14,19.0,35.0,At Risk
CUST00247,2026-04-27,2026-02-02,84.0,35.0,At Risk
CUST00247,2026-06-10,2026-04-27,44.0,35.0,At Risk
CUST00247,2026-06-19,2026-06-10,9.0,35.0,At Risk
CUST00247,2026-07-08,2026-06-19,19.0,35.0,At Risk
CUST00248,2026-06-23,,,,Single Order
CUST00249,2026-01-29,,,24.8,Healthy
CUST00249,2026-02-18,2026-01-29,20.0,24.8,Healthy
CUST00249,2026-03-07,2026-02-18,17.0,24.8,Healthy
CUST00249,2026-04-20,2026-03-07,44.0,24.8,Healthy
CUST00249,2026-05-08,2026-04-20,18.0,24.8,Healthy
CUST00250,2026-02-17,,,20.0,Healthy
CUST00250,2026-02-22,2026-02-17,5.0,20.0,Healthy
CUST00250,2026-03-04,2026-02-22,10.0,20.0,Healthy
CUST00250,2026-03-08,2026-03-04,4.0,20.0,Healthy
CUST00250,2026-04-10,2026-03-08,33.0,20.0,Healthy
CUST00250,2026-05-29,2026-04-10,49.0,20.0,Healthy
CUST00250,2026-06-17,2026-05-29,19.0,20.0,Healthy
CUST00251,2025-10-31,,,20.6,Healthy
CUST00251,2025-11-05,2025-10-31,5.0,20.6,Healthy
CUST00251,2025-11-27,2025-11-05,22.0,20.6,Healthy
CUST00251,2025-11-27,2025-11-27,0.0,20.6,Healthy
CUST00251,2026-02-27,2025-11-27,92.0,20.6,Healthy
CUST00251,2026-03-16,2026-02-27,17.0,20.6,Healthy
CUST00251,2026-04-11,2026-03-16,26.0,20.6,Healthy
CUST00251,2026-04-13,2026-04-11,2.0,20.6,Healthy
CUST00251,2026-04-19,2026-04-13,6.0,20.6,Healthy
CUST00251,2026-04-22,2026-04-19,3.0,20.6,Healthy
CUST00251,2026-05-25,2026-04-22,33.0,20.6,Healthy
CUST00252,2025-11-18,,,67.5,At Risk
CUST00252,2026-03-01,2025-11-18,103.0,67.5,At Risk
CUST00252,2026-04-02,2026-03-01,32.0,67.5,At Risk
CUST00253,2025-11-10,,,22.6,Healthy
CUST00253,2025-11-14,2025-11-10,4.0,22.6,Healthy
CUST00253,2025-12-04,2025-11-14,20.0,22.6,Healthy
CUST00253,2025-12-27,2025-12-04,23.0,22.6,Healthy
CUST00253,2026-01-25,2025-12-27,29.0,22.6,Healthy
CUST00253,2026-02-28,2026-01-25,34.0,22.6,Healthy
CUST00253,2026-03-01,2026-02-28,1.0,22.6,Healthy
CUST00253,2026-03-30,2026-03-01,29.0,22.6,Healthy
CUST00253,2026-04-23,2026-03-30,24.0,22.6,Healthy
CUST00253,2026-06-15,2026-04-23,53.0,22.6,Healthy
CUST00253,2026-06-24,2026-06-15,9.0,22.6,Healthy
CUST00254,2025-01-22,,,76.7,At Risk
CUST00254,2025-03-31,2025-01-22,68.0,76.7,At Risk
CUST00254,2025-06-14,2025-03-31,75.0,76.7,At Risk
CUST00254,2025-09-09,2025-06-14,87.0,76.7,At Risk
CUST00255,2024-12-19,,,44.8,At Risk
CUST00255,2025-01-01,2024-12-19,13.0,44.8,At Risk
CUST00255,2025-03-12,2025-01-01,70.0,44.8,At Risk
CUST00255,2025-04-15,2025-03-12,34.0,44.8,At Risk
CUST00255,2025-08-03,2025-04-15,110.0,44.8,At Risk
CUST00255,2025-09-08,2025-08-03,36.0,44.8,At Risk
CUST00255,2025-09-21,2025-09-08,13.0,44.8,At Risk
CUST00255,2026-01-02,2025-09-21,103.0,44.8,At Risk
CUST00255,2026-01-05,2026-01-02,3.0,44.8,At Risk
CUST00255,2026-02-15,2026-01-05,41.0,44.8,At Risk
CUST00255,2026-02-22,2026-02-15,7.0,44.8,At Risk
CUST00255,2026-03-07,2026-02-22,13.0,44.8,At Risk
CUST00255,2026-03-24,2026-03-07,17.0,44.8,At Risk
CUST00255,2026-07-25,2026-03-24,123.0,44.8,At Risk
CUST00256,2025-12-11,,,36.0,At Risk
CUST00256,2026-01-17,2025-12-11,37.0,36.0,At Risk
CUST00256,2026-02-28,2026-01-17,42.0,36.0,At Risk
CUST00256,2026-03-20,2026-02-28,20.0,36.0,At Risk
CUST00256,2026-04-03,2026-03-20,14.0,36.0,At Risk
CUST00256,2026-06-09,2026-04-03,67.0,36.0,At Risk
CUST00257,2025-12-24,,,10.9,Healthy
CUST00257,2026-01-22,2025-12-24,29.0,10.9,Healthy
CUST00257,2026-01-30,2026-01-22,8.0,10.9,Healthy
CUST00257,2026-02-05,2026-01-30,6.0,10.9,Healthy
CUST00257,2026-02-14,2026-02-05,9.0,10.9,Healthy
CUST00257,2026-02-17,2026-02-14,3.0,10.9,Healthy
CUST00257,2026-02-20,2026-02-17,3.0,10.9,Healthy
CUST00257,2026-03-14,2026-02-20,22.0,10.9,Healthy
CUST00257,2026-03-18,2026-03-14,4.0,10.9,Healthy
CUST00257,2026-03-29,2026-03-18,11.0,10.9,Healthy
CUST00257,2026-03-29,2026-03-29,0.0,10.9,Healthy
CUST00257,2026-04-08,2026-03-29,10.0,10.9,Healthy
CUST00257,2026-04-18,2026-04-08,10.0,10.9,Healthy
CUST00257,2026-04-26,2026-04-18,8.0,10.9,Healthy
CUST00257,2026-05-17,2026-04-26,21.0,10.9,Healthy
CUST00257,2026-06-11,2026-05-17,25.0,10.9,Healthy
CUST00257,2026-06-23,2026-06-11,12.0,10.9,Healthy
CUST00257,2026-07-06,2026-06-23,13.0,10.9,Healthy
CUST00257,2026-07-17,2026-07-06,11.0,10.9,Healthy
CUST00257,2026-07-20,2026-07-17,3.0,10.9,Healthy
CUST00259,2026-05-05,,,26.3,Healthy
CUST00259,2026-05-22,2026-05-05,17.0,26.3,Healthy
CUST00259,2026-06-02,2026-05-22,11.0,26.3,Healthy
CUST00259,2026-07-23,2026-06-02,51.0,26.3,Healthy
CUST00260,2025-11-29,,,46.2,At Risk
CUST00260,2026-01-06,2025-11-29,38.0,46.2,At Risk
CUST00260,2026-05-18,2026-01-06,132.0,46.2,At Risk
CUST00260,2026-05-22,2026-05-18,4.0,46.2,At Risk
CUST00260,2026-06-29,2026-05-22,38.0,46.2,At Risk
CUST00260,2026-07-18,2026-06-29,19.0,46.2,At Risk
CUST00261,2026-04-24,,,10.7,Healthy
CUST00261,2026-05-06,2026-04-24,12.0,10.7,Healthy
CUST00261,2026-05-14,2026-05-06,8.0,10.7,Healthy
CUST00261,2026-05-19,2026-05-14,5.0,10.7,Healthy
CUST00261,2026-05-20,2026-05-19,1.0,10.7,Healthy
CUST00261,2026-06-12,2026-05-20,23.0,10.7,Healthy
CUST00261,2026-06-27,2026-06-12,15.0,10.7,Healthy
CUST00263,2025-11-22,,,25.4,Healthy
CUST00263,2025-12-20,2025-11-22,28.0,25.4,Healthy
CUST00263,2026-01-18,2025-12-20,29.0,25.4,Healthy
CUST00263,2026-02-08,2026-01-18,21.0,25.4,Healthy
CUST00263,2026-04-01,2026-02-08,52.0,25.4,Healthy
CUST00263,2026-04-03,2026-04-01,2.0,25.4,Healthy
CUST00263,2026-05-04,2026-04-03,31.0,25.4,Healthy
CUST00263,2026-05-25,2026-05-04,21.0,25.4,Healthy
CUST00263,2026-05-31,2026-05-25,6.0,25.4,Healthy
CUST00263,2026-07-09,2026-05-31,39.0,25.4,Healthy
CUST00264,2025-11-05,,,33.5,At Risk
CUST00264,2025-11-05,2025-11-05,0.0,33.5,At Risk
CUST00264,2026-02-05,2025-11-05,92.0,33.5,At Risk
CUST00264,2026-02-12,2026-02-05,7.0,33.5,At Risk
CUST00264,2026-03-21,2026-02-12,37.0,33.5,At Risk
CUST00264,2026-03-27,2026-03-21,6.0,33.5,At Risk
CUST00264,2026-06-12,2026-03-27,77.0,33.5,At Risk
CUST00264,2026-07-10,2026-06-12,28.0,33.5,At Risk
CUST00264,2026-07-31,2026-07-10,21.0,33.5,At Risk
CUST00265,2025-06-04,,,54.3,At Risk
CUST00265,2025-07-27,2025-06-04,53.0,54.3,At Risk
CUST00265,2026-01-28,2025-07-27,185.0,54.3,At Risk
CUST00265,2026-02-15,2026-01-28,18.0,54.3,At Risk
CUST00265,2026-04-01,2026-02-15,45.0,54.3,At Risk
CUST00265,2026-04-14,2026-04-01,13.0,54.3,At Risk
CUST00265,2026-04-26,2026-04-14,12.0,54.3,At Risk
CUST00266,2026-01-18,,,23.8,Healthy
CUST00266,2026-02-01,2026-01-18,14.0,23.8,Healthy
CUST00266,2026-03-14,2026-02-01,41.0,23.8,Healthy
CUST00266,2026-04-04,2026-03-14,21.0,23.8,Healthy
CUST00266,2026-04-24,2026-04-04,20.0,23.8,Healthy
CUST00266,2026-05-15,2026-04-24,21.0,23.8,Healthy
CUST00266,2026-06-10,2026-05-15,26.0,23.8,Healthy
CUST00267,2025-11-24,,,18.5,Healthy
CUST00267,2026-01-11,2025-11-24,48.0,18.5,Healthy
CUST00267,2026-01-20,2026-01-11,9.0,18.5,Healthy
CUST00267,2026-01-23,2026-01-20,3.0,18.5,Healthy
